epoch,train_loss,val_score,time_sec
0,1.093219,0.543813,4.29
1,1.040395,0.556514,3.23
2,0.997876,0.601347,3.25
3,0.998401,0.61361,3.2
4,0.952854,0.630937,3.19
5,0.945487,0.627139,3.34
6,0.930405,0.654443,3.2
7,0.923906,0.66718,3.15
8,0.901644,0.679765,3.18
9,0.893508,0.695102,3.21
10,0.889971,0.692639,3.2
11,0.875074,0.671268,3.15
12,0.881471,0.680053,3.21
13,0.869761,0.67632,3.32
14,0.856622,0.665246,3.4
15,0.848582,0.664249,3.38
16,0.842716,0.66572,3.37
17,0.825879,0.662308,3.3
18,0.816609,0.666945,3.4
19,0.813135,0.661931,3.32
