epoch,train_loss,val_score,time_sec
0,1.347671,0.214217,7.11
1,0.516454,0.264266,5.49
2,0.425432,0.439388,5.6
3,0.382158,0.35386,5.45
4,0.352667,0.511603,5.43
5,0.321593,0.491274,5.4
6,0.305234,0.553305,5.4
7,0.279879,0.588738,5.56
8,0.285291,0.616995,5.42
9,0.271009,0.628015,5.27
10,0.271719,0.630614,5.31
11,0.27012,0.600298,5.33
12,0.243216,0.561482,5.24
13,0.243135,0.607857,5.37
14,0.235527,0.599354,5.28
15,0.240331,0.597459,5.37
16,0.228687,0.621884,5.28
17,0.223625,0.601406,5.31
18,0.226718,0.637423,5.28
19,0.214317,0.616882,5.34
20,0.212603,0.645174,5.49
21,0.212625,0.629122,5.66
22,0.203893,0.618407,5.61
23,0.196086,0.624082,5.69
24,0.194456,0.669629,5.66
25,0.189408,0.631073,5.54
26,0.185679,0.650482,5.57
27,0.174365,0.623409,5.63
28,0.17594,0.664964,5.49
29,0.174435,0.676853,5.44
30,0.182961,0.664583,5.67
31,0.165732,0.652693,5.65
32,0.161789,0.656218,5.63
33,0.165902,0.634967,5.57
34,0.159224,0.65121,5.52
35,0.15637,0.683142,5.6
36,0.15383,0.653429,5.3
37,0.144067,0.663666,5.25
38,0.140834,0.658944,5.33
39,0.144743,0.66702,5.43
40,0.134453,0.665296,5.37
41,0.145066,0.661218,5.26
42,0.136863,0.661466,5.29
43,0.138834,0.66854,5.28
44,0.142529,0.668306,5.27
45,0.132776,0.663852,5.27
