epoch,train_loss,val_score,time_sec
0,1.245759,0.621909,40.39
1,1.208246,0.725839,39.85
2,1.192038,0.715334,39.91
3,1.152355,0.730343,40.02
4,1.067926,0.797789,39.98
5,0.985024,0.802967,40.1
6,0.948062,0.805175,39.97
7,0.904968,0.808708,39.94
8,0.908142,0.833938,39.95
9,0.858497,0.838615,39.95
10,0.82184,0.848053,39.92
11,0.796956,0.850174,39.92
12,0.771529,0.84665,39.91
13,0.769046,0.869542,39.97
14,0.746384,0.844425,40.0
15,0.7181,0.869221,40.0
16,0.692574,0.865467,39.98
17,0.676734,0.874777,39.98
18,0.670378,0.876669,39.95
19,0.640325,0.875708,39.92
20,0.628615,0.87429,39.93
21,0.625075,0.878309,39.92
22,0.617977,0.890344,39.89
23,0.58214,0.884125,39.91
24,0.567882,0.885234,39.94
25,0.558984,0.890136,39.97
26,0.541873,0.87967,40.0
27,0.517205,0.890999,40.01
28,0.502464,0.898327,39.99
29,0.480846,0.894281,39.97
30,0.476266,0.894833,39.95
31,0.445537,0.891232,39.94
32,0.443298,0.896516,39.92
33,0.417122,0.895549,39.91
34,0.400566,0.896623,40.71
35,0.388575,0.893472,39.96
36,0.351347,0.893381,39.94
37,0.337843,0.893204,40.01
38,0.305574,0.892402,40.01
