epoch,train_loss,val_score,time_sec
0,1.031405,0.676419,3.66
1,0.927953,0.680686,2.96
2,0.871921,0.677131,2.94
3,0.864623,0.683493,2.94
4,0.849976,0.679408,2.95
5,0.8419,0.70434,2.94
6,0.839529,0.717848,2.95
7,0.830932,0.723101,2.95
8,0.821537,0.759997,2.94
9,0.794792,0.761901,2.95
10,0.795492,0.777432,2.95
11,0.781368,0.768266,2.95
12,0.759014,0.755807,2.95
13,0.728322,0.775915,2.95
14,0.744136,0.777882,2.96
15,0.728112,0.783066,2.95
16,0.714079,0.778219,2.96
17,0.694043,0.783647,2.96
18,0.695836,0.77266,2.96
19,0.677265,0.78349,2.96
20,0.669434,0.777366,2.96
21,0.663313,0.795561,2.95
22,0.639424,0.78504,2.95
23,0.62107,0.790902,2.95
24,0.617933,0.786457,2.95
25,0.599391,0.769676,2.96
26,0.56503,0.772434,2.96
27,0.546018,0.766144,2.95
28,0.517145,0.78076,2.96
29,0.509395,0.771359,2.96
30,0.494064,0.785748,2.96
31,0.467165,0.786325,2.96
