epoch,train_loss,val_score,time_sec
0,1.266084,0.594142,8.44
1,1.182487,0.651656,7.15
2,1.151557,0.684954,7.11
3,1.109766,0.704744,7.16
4,1.058459,0.724362,7.26
5,1.045958,0.747731,7.44
6,1.021439,0.765025,7.39
7,0.997191,0.777964,7.45
8,0.972827,0.786914,7.08
9,0.946794,0.804181,6.97
10,0.927668,0.806546,6.97
11,0.891517,0.82574,6.98
12,0.887396,0.824949,7.07
13,0.859371,0.837085,7.25
14,0.846787,0.834602,7.05
15,0.827304,0.846794,7.05
16,0.815021,0.858069,7.01
17,0.795196,0.863728,6.92
18,0.792991,0.864776,6.86
19,0.787283,0.871508,6.79
20,0.752476,0.874407,7.09
21,0.749125,0.872172,7.1
22,0.732336,0.879748,7.16
23,0.734081,0.882842,6.95
24,0.708046,0.879476,6.9
25,0.711192,0.881236,6.83
26,0.688372,0.883281,6.96
27,0.670446,0.883625,7.02
28,0.665454,0.882258,6.99
29,0.665576,0.876718,7.11
30,0.656331,0.878525,7.16
31,0.632864,0.882338,7.2
32,0.655043,0.883096,7.26
33,0.622443,0.880619,7.23
34,0.624014,0.885777,7.3
35,0.607435,0.883911,7.2
36,0.612738,0.885757,7.19
37,0.648094,0.884947,7.16
38,0.615235,0.881561,7.09
39,0.621596,0.881172,7.11
40,0.602687,0.882077,7.03
41,0.619888,0.882432,6.83
42,0.617646,0.880586,6.92
43,0.60007,0.883447,6.98
44,0.600002,0.882698,7.04
