epoch,train_loss,val_score,time_sec
0,1.50182,0.008349,4.84
1,0.703158,0.039548,3.69
2,0.608168,0.093197,3.72
3,0.528673,0.119141,3.65
4,0.503993,0.189901,3.63
5,0.504949,0.239521,3.63
6,0.45325,0.108708,3.62
7,0.474585,0.203158,3.62
8,0.446814,0.093579,3.64
9,0.46971,0.22311,3.59
10,0.453638,0.302753,3.6
11,0.428558,0.304551,3.49
12,0.443497,0.307966,3.4
13,0.409487,0.242287,3.43
14,0.41602,0.319349,3.51
15,0.396265,0.31745,3.45
16,0.393742,0.298626,3.43
17,0.395848,0.300758,3.44
18,0.383615,0.286564,3.47
19,0.385199,0.296213,3.44
20,0.360784,0.301201,3.5
21,0.369131,0.351152,3.47
22,0.358623,0.407657,3.48
23,0.346813,0.37463,3.5
24,0.342268,0.377296,3.49
25,0.336952,0.442383,3.51
26,0.338222,0.398285,3.54
27,0.340076,0.397977,3.5
28,0.333798,0.44201,3.5
29,0.320968,0.420249,3.46
30,0.331604,0.391455,3.48
31,0.314785,0.424988,3.51
32,0.332107,0.402662,3.52
33,0.306014,0.44826,3.52
34,0.313336,0.429462,3.49
35,0.305933,0.426806,3.43
36,0.302411,0.453338,3.49
37,0.295866,0.44282,3.45
38,0.316618,0.430946,3.39
39,0.312102,0.466523,3.41
40,0.309565,0.432946,3.49
41,0.301764,0.460267,3.51
42,0.301228,0.445234,3.52
43,0.306605,0.440557,3.5
44,0.300895,0.470216,3.51
45,0.29579,0.483834,3.56
46,0.304391,0.43743,3.47
47,0.308433,0.487471,3.41
48,0.292127,0.468672,3.52
49,0.300458,0.434064,3.62
