epoch,train_loss,val_score,time_sec
0,1.518654,0.005216,4.71
1,0.751915,0.064062,3.48
2,0.620304,0.095463,3.41
3,0.553317,0.12813,3.36
4,0.532802,0.107031,3.33
5,0.533288,0.23705,3.38
6,0.503694,0.201948,3.43
7,0.488408,0.202668,3.4
8,0.484573,0.220527,3.36
9,0.454303,0.27742,3.35
10,0.453501,0.274468,3.44
11,0.452673,0.290599,3.39
12,0.435294,0.320425,3.37
13,0.433286,0.271661,3.34
14,0.430628,0.257644,3.36
15,0.396718,0.302541,3.38
16,0.404681,0.274605,3.32
17,0.401135,0.307056,3.33
18,0.394415,0.300027,3.33
19,0.391633,0.351402,3.37
20,0.387632,0.343869,3.45
21,0.377772,0.332424,3.47
22,0.37491,0.330945,3.53
23,0.355306,0.382685,3.51
24,0.357775,0.378351,3.52
25,0.37576,0.398023,3.55
26,0.363214,0.420257,3.54
27,0.349158,0.415908,3.56
28,0.342951,0.408152,3.53
29,0.33058,0.407519,3.44
30,0.339081,0.445127,3.47
31,0.338589,0.408754,3.48
32,0.329759,0.423384,3.48
33,0.325048,0.416216,3.45
34,0.327228,0.426714,3.51
35,0.313048,0.46384,3.53
36,0.327782,0.434427,3.56
37,0.312482,0.42686,3.45
38,0.322579,0.416929,3.46
39,0.320806,0.418165,3.44
40,0.313725,0.448706,3.54
41,0.316775,0.415184,3.47
42,0.30862,0.425377,3.5
43,0.304867,0.432671,3.46
44,0.303875,0.412729,3.46
45,0.320077,0.441886,3.49
