epoch,train_loss,val_score,time_sec
0,1.113076,0.500378,20.44
1,1.07217,0.518163,19.83
2,1.062996,0.600072,19.89
3,1.050281,0.632639,19.89
4,0.999302,0.659902,19.98
5,0.997254,0.638451,20.0
6,0.947699,0.660875,19.88
7,0.943358,0.683025,19.87
8,0.940122,0.662584,19.87
9,0.917239,0.670991,19.86
10,0.912995,0.675699,19.85
11,0.903668,0.682982,19.85
12,0.916237,0.677424,19.84
13,0.895622,0.689188,19.84
14,0.888358,0.687685,19.83
15,0.896424,0.686532,19.83
16,0.883523,0.692129,19.84
17,0.888922,0.692073,19.83
18,0.885082,0.699234,19.82
19,0.883269,0.680784,19.82
20,0.880319,0.699381,19.82
21,0.883973,0.686592,19.82
22,0.880455,0.70172,19.87
23,0.880045,0.700923,19.88
24,0.870097,0.697051,19.88
25,0.866554,0.694235,19.89
26,0.86116,0.700188,19.89
27,0.867462,0.701924,19.89
28,0.874758,0.699346,19.89
29,0.866436,0.709171,19.88
30,0.861918,0.710758,20.05
31,0.864959,0.705417,19.88
32,0.858961,0.700822,19.89
33,0.857121,0.708212,19.9
34,0.851453,0.702614,19.89
35,0.85022,0.709109,19.87
36,0.856011,0.708509,19.85
37,0.852171,0.70834,19.83
38,0.849836,0.704833,19.84
39,0.840839,0.706112,19.85
40,0.8409,0.704491,19.85
