epoch,train_loss,val_score,time_sec
0,0.493352,0.0,20.63
1,0.433923,0.0,20.09
2,0.413431,0.01267,20.04
3,0.402924,0.0,20.03
4,0.40259,0.18332,20.02
5,0.383521,0.323907,20.02
6,0.370173,0.253609,20.01
7,0.357064,0.349359,20.01
8,0.359405,0.338375,20.01
9,0.358519,0.323536,20.01
10,0.33521,0.360726,20.0
11,0.331905,0.358454,20.0
12,0.32417,0.453795,20.01
13,0.311747,0.505501,20.0
14,0.288498,0.509918,19.99
15,0.303132,0.470852,20.0
16,0.262617,0.59499,20.0
17,0.276448,0.517316,19.98
18,0.252267,0.495829,20.04
19,0.268266,0.527113,20.05
20,0.247919,0.477887,20.04
21,0.280086,0.575242,20.04
22,0.25008,0.597848,20.04
23,0.242895,0.561526,20.04
24,0.244351,0.607626,20.04
25,0.253026,0.548016,20.04
26,0.231783,0.63426,20.05
27,0.24224,0.568995,20.04
28,0.227685,0.612124,20.02
29,0.223034,0.55333,20.03
30,0.230267,0.609362,20.0
31,0.226788,0.589567,20.0
32,0.21843,0.60761,20.01
33,0.222722,0.599029,20.0
34,0.220541,0.621776,20.0
35,0.219189,0.617997,20.0
36,0.214109,0.634138,20.01
