epoch,train_loss,val_score,time_sec
0,1.240579,0.634149,7.92
1,1.111613,0.778726,7.24
2,0.966449,0.831279,7.27
3,0.873556,0.847418,7.25
4,0.826978,0.85245,7.1
5,0.771462,0.87321,7.04
6,0.710497,0.879472,7.08
7,0.699264,0.874972,7.07
8,0.660168,0.882214,7.05
9,0.637588,0.889406,6.86
10,0.605164,0.891194,6.85
11,0.59403,0.895715,6.86
12,0.551409,0.896283,6.88
13,0.543052,0.896414,6.91
14,0.515,0.900205,6.98
15,0.492598,0.89332,6.96
16,0.467073,0.904019,7.0
17,0.430768,0.902645,6.94
18,0.433021,0.902029,7.1
19,0.419884,0.892516,7.08
20,0.376748,0.903475,7.12
21,0.37693,0.896405,7.07
22,0.359817,0.890648,7.11
23,0.32641,0.896463,7.03
24,0.315658,0.890921,7.04
25,0.28963,0.890201,7.08
26,0.247983,0.892323,7.06
