epoch,train_loss,val_score,time_sec
0,1.25028,0.505398,6.05
1,1.180274,0.516431,5.46
2,1.151606,0.6259,5.24
3,1.128813,0.68936,5.27
4,1.108403,0.700476,5.32
5,1.085202,0.718866,5.5
6,1.066526,0.731881,5.41
7,1.039158,0.734759,5.43
8,1.018267,0.747948,5.45
9,0.996662,0.763352,5.37
10,0.963906,0.763901,5.23
11,0.947649,0.774992,5.18
12,0.944038,0.784274,5.33
13,0.909656,0.787973,5.31
14,0.902426,0.792298,5.3
15,0.880622,0.802804,5.26
16,0.867149,0.803651,5.23
17,0.871577,0.805411,5.31
18,0.838685,0.808665,5.25
19,0.838704,0.80762,5.27
20,0.834819,0.808771,5.36
21,0.8145,0.811897,5.45
22,0.830413,0.818906,5.54
23,0.804354,0.819018,5.48
24,0.798548,0.817583,5.51
25,0.794637,0.815983,5.39
26,0.768513,0.821275,5.54
27,0.777505,0.825112,5.56
28,0.768245,0.824862,5.55
29,0.762332,0.825821,5.54
30,0.768983,0.826479,5.6
31,0.760044,0.826649,5.45
32,0.764953,0.825116,5.24
33,0.747006,0.825621,5.45
34,0.736466,0.827193,5.4
35,0.748837,0.826113,5.39
36,0.747753,0.82603,5.41
37,0.730985,0.820924,5.23
38,0.738438,0.829316,5.22
39,0.735409,0.826834,5.27
40,0.727622,0.82799,5.17
41,0.740573,0.826899,5.24
42,0.723428,0.828917,5.41
43,0.732351,0.82788,5.38
44,0.728477,0.827526,5.42
45,0.711616,0.828705,5.39
46,0.729661,0.827584,5.46
47,0.729131,0.828355,5.42
48,0.723742,0.827372,5.45
