epoch,train_loss,val_score,time_sec
0,1.246337,0.0,3.54
1,0.565917,0.059641,2.58
2,0.515308,0.109583,2.58
3,0.486108,0.053377,2.61
4,0.467522,-0.004148,2.6
5,0.451401,0.067147,2.57
6,0.454691,-0.005148,2.58
7,0.439055,0.034167,2.57
8,0.432215,0.039174,2.59
9,0.423197,0.148501,2.69
10,0.422308,0.070304,2.69
11,0.423689,0.096064,2.66
12,0.426891,0.166999,2.69
13,0.417175,0.18059,2.68
14,0.395885,0.202884,2.71
15,0.408755,0.198357,2.68
16,0.386153,0.197121,2.65
17,0.397306,0.151697,2.65
18,0.372306,0.206874,2.65
19,0.3801,0.227457,2.65
20,0.381791,0.182161,2.71
21,0.366546,0.162545,2.77
22,0.374104,0.178407,2.74
23,0.369528,0.267028,2.72
24,0.350026,0.266916,2.75
25,0.358966,0.246987,2.76
26,0.350505,0.254303,2.76
27,0.356751,0.282432,2.78
28,0.347179,0.281181,2.75
29,0.346034,0.267801,2.73
30,0.336555,0.282092,2.74
31,0.343784,0.188567,2.71
32,0.327203,0.243949,2.72
33,0.325935,0.260821,2.69
34,0.34228,0.255578,2.68
35,0.333595,0.250762,2.68
36,0.336102,0.261046,2.73
37,0.330395,0.276111,2.78
