epoch,train_loss,val_score,time_sec
0,1.091949,0.550669,4.52
1,1.026756,0.576413,3.44
2,1.001198,0.607514,3.3
3,0.990322,0.624164,3.27
4,0.971519,0.639193,3.23
5,0.94945,0.661745,3.26
6,0.937392,0.65945,3.33
7,0.913406,0.67471,3.33
8,0.90705,0.699082,3.31
9,0.883747,0.677694,3.27
10,0.889269,0.689583,3.29
11,0.86504,0.688276,3.27
12,0.879951,0.69231,3.24
13,0.861236,0.693374,3.25
14,0.86182,0.689168,3.24
15,0.852976,0.68333,3.26
16,0.840208,0.675807,3.31
17,0.842604,0.674343,3.27
18,0.8264,0.689664,3.25
