epoch,train_loss,val_score,time_sec
0,1.102172,0.489025,3.67
1,1.071053,0.48524,2.53
2,1.038026,0.448075,2.58
3,1.021562,0.502946,2.61
4,1.022672,0.550503,2.62
5,1.012286,0.591515,2.65
6,0.986421,0.622774,2.63
7,0.991971,0.635603,2.57
8,0.968714,0.638945,2.59
9,0.96839,0.665209,2.62
10,0.954275,0.675868,2.59
11,0.93739,0.671326,2.54
12,0.94009,0.666655,2.68
13,0.933772,0.689392,2.5
14,0.926603,0.699723,2.53
15,0.913016,0.708815,2.57
16,0.908383,0.69805,2.56
17,0.898556,0.699064,2.55
18,0.892524,0.690763,2.6
19,0.899159,0.693649,2.62
20,0.891927,0.704688,2.6
21,0.884779,0.715798,2.51
22,0.882402,0.715375,2.51
23,0.879783,0.721075,2.49
24,0.885735,0.717898,2.55
25,0.869351,0.726875,2.54
26,0.861127,0.727187,2.54
27,0.861137,0.72919,2.51
28,0.861406,0.735201,2.5
29,0.850438,0.731195,2.54
30,0.847629,0.733657,2.53
31,0.858243,0.728069,2.51
32,0.857924,0.731648,2.49
33,0.8484,0.734735,2.52
34,0.847829,0.734544,2.52
35,0.836873,0.734762,2.52
36,0.84918,0.736067,2.52
37,0.845967,0.73512,2.48
38,0.852933,0.73378,2.48
39,0.840094,0.735018,2.51
40,0.837071,0.73515,2.54
41,0.847853,0.737908,2.52
42,0.843542,0.73578,2.51
43,0.843233,0.738102,2.52
44,0.827588,0.73814,2.57
45,0.838539,0.737473,2.54
46,0.841072,0.738207,2.59
47,0.827767,0.737532,2.61
48,0.841199,0.737376,2.59
49,0.844984,0.738356,2.6
