epoch,train_loss,val_score,time_sec
0,1.048198,0.133718,4.34
1,0.515615,0.220747,3.34
2,0.43951,0.206791,3.33
3,0.401389,0.18244,3.33
4,0.384276,0.311774,3.32
5,0.34684,0.412697,3.36
6,0.318319,0.449769,3.55
7,0.310695,0.497353,3.49
8,0.307511,0.491155,3.52
9,0.29282,0.538627,3.44
10,0.269235,0.507269,3.45
11,0.259376,0.525151,3.44
12,0.251485,0.516454,3.41
13,0.230435,0.509,3.43
14,0.231629,0.536828,3.45
15,0.236474,0.557294,3.44
16,0.21537,0.592698,3.44
17,0.206593,0.5493,3.43
18,0.211713,0.548403,3.45
19,0.201995,0.582077,3.54
20,0.194818,0.593073,3.56
21,0.189701,0.548797,3.53
22,0.188935,0.580984,3.42
23,0.18058,0.563766,3.32
24,0.175049,0.589127,3.35
25,0.171931,0.591475,3.38
26,0.171297,0.584903,3.32
27,0.167151,0.55931,3.33
28,0.155901,0.595753,3.34
29,0.149534,0.567029,3.36
30,0.151246,0.587031,3.36
31,0.147369,0.581037,3.41
32,0.142413,0.597416,3.43
33,0.131577,0.593031,3.4
34,0.147415,0.56016,3.39
35,0.133815,0.592695,3.41
36,0.135026,0.582254,3.39
37,0.130794,0.578963,3.38
38,0.124759,0.584329,3.37
39,0.123954,0.579223,3.35
40,0.120897,0.559788,3.46
41,0.116489,0.572261,3.46
42,0.118874,0.57289,3.49
