epoch,train_loss,val_score,time_sec
0,1.002836,0.691499,3.66
1,0.916553,0.71672,2.93
2,0.90505,0.704605,2.93
3,0.877088,0.718168,2.92
4,0.856107,0.730386,2.92
5,0.85477,0.735856,2.93
6,0.867707,0.715087,2.91
7,0.829365,0.740292,2.91
8,0.79911,0.738976,2.92
9,0.801753,0.747428,2.92
10,0.774595,0.755422,2.92
11,0.777192,0.759521,2.92
12,0.760167,0.745512,2.92
13,0.747692,0.756556,2.92
14,0.750923,0.767201,2.92
15,0.72814,0.766097,2.91
16,0.710015,0.776275,2.92
17,0.706632,0.76408,2.95
18,0.698195,0.766067,2.91
19,0.686299,0.754049,2.91
20,0.654157,0.771229,2.92
21,0.631455,0.769442,2.9
22,0.635022,0.782618,2.91
23,0.630453,0.764814,2.9
24,0.60124,0.775847,2.9
25,0.586126,0.776202,2.9
26,0.561532,0.771007,2.91
27,0.548875,0.764892,2.91
28,0.533493,0.762405,2.91
29,0.511653,0.767622,2.91
30,0.491588,0.76441,2.9
31,0.474913,0.763554,2.9
32,0.441465,0.766387,2.9
