epoch,train_loss,val_score,time_sec
0,0.526426,0.347349,3.68
1,0.363383,0.385529,2.94
2,0.309958,0.550521,2.92
3,0.26641,0.555792,2.93
4,0.248353,0.52589,2.92
5,0.234092,0.520395,2.92
6,0.227033,0.522586,2.94
7,0.220089,0.566641,2.93
8,0.213831,0.572039,2.94
9,0.208401,0.613689,2.93
10,0.205014,0.625302,2.94
11,0.208094,0.624004,2.93
12,0.196184,0.618222,2.94
13,0.18939,0.639316,2.94
14,0.184259,0.628511,2.93
15,0.189869,0.616309,2.93
16,0.183413,0.577295,2.93
17,0.179868,0.592288,2.93
18,0.183165,0.547431,2.94
19,0.173529,0.637197,2.93
20,0.165629,0.570096,2.93
21,0.159519,0.593281,2.94
22,0.157924,0.628408,2.93
23,0.160444,0.610543,2.93
