epoch,train_loss,val_score,time_sec
0,1.251966,0.553979,40.45
1,1.227476,0.564853,39.9
2,1.217905,0.58228,40.0
3,1.211869,0.589769,40.01
4,1.19236,0.625226,40.01
5,1.176837,0.635548,40.17
6,1.164838,0.707625,39.93
7,1.077159,0.750694,39.9
8,0.999594,0.775431,39.91
9,0.959531,0.785087,39.93
10,0.916917,0.795483,40.15
11,0.893092,0.802415,39.91
12,0.876749,0.807275,40.03
13,0.850872,0.806582,40.01
14,0.84163,0.824245,40.01
15,0.807694,0.823482,40.18
16,0.784163,0.821874,39.99
17,0.781868,0.834277,39.96
18,0.759223,0.854836,39.94
19,0.741791,0.841641,39.92
20,0.723428,0.853903,39.93
21,0.696065,0.857961,39.93
22,0.677404,0.846996,39.93
23,0.660924,0.85861,39.97
24,0.650958,0.861797,40.03
25,0.613503,0.869293,40.12
26,0.610621,0.872158,40.01
27,0.587138,0.872035,39.99
28,0.568807,0.885111,39.98
29,0.557598,0.870032,39.95
30,0.533162,0.868476,39.93
31,0.509003,0.87621,39.92
32,0.483828,0.876997,39.94
33,0.463321,0.863194,39.93
34,0.425988,0.870271,39.91
35,0.423143,0.865334,39.98
36,0.406956,0.872055,40.02
37,0.378264,0.86856,40.01
38,0.36082,0.864296,39.99
