epoch,train_loss,val_score,time_sec
0,1.095041,0.592202,4.43
1,1.04725,0.595498,3.27
2,1.016789,0.62095,3.3
3,1.000579,0.624376,3.2
4,0.960464,0.656347,3.16
5,0.93993,0.656775,3.19
6,0.924403,0.670115,3.25
7,0.921438,0.671185,3.29
8,0.904306,0.686121,3.29
9,0.897878,0.687621,3.3
10,0.892852,0.68012,3.32
11,0.879849,0.68404,3.29
12,0.880548,0.687656,3.42
13,0.865706,0.694375,3.43
14,0.859431,0.684741,3.39
15,0.852072,0.699537,3.43
16,0.845347,0.690396,3.36
17,0.850465,0.689616,3.44
18,0.820622,0.697754,3.36
19,0.847227,0.704199,3.46
20,0.807321,0.706418,3.49
21,0.8174,0.698114,3.35
22,0.813625,0.709747,3.36
23,0.797013,0.71242,3.41
24,0.779769,0.709917,3.42
25,0.778005,0.714761,3.46
26,0.761269,0.715135,3.46
27,0.790071,0.71249,3.55
28,0.775228,0.718136,3.47
29,0.762612,0.70608,3.35
30,0.764418,0.710316,3.24
31,0.773878,0.729361,3.34
32,0.754859,0.723799,3.28
33,0.765835,0.7286,3.28
34,0.766362,0.725212,3.28
35,0.74558,0.718332,3.3
36,0.742208,0.725062,3.31
37,0.738318,0.721807,3.22
38,0.743668,0.720461,3.18
39,0.740399,0.724289,3.25
40,0.744902,0.713584,3.27
41,0.727239,0.718744,3.22
