epoch,train_loss,val_score,time_sec
0,1.098311,0.57053,4.29
1,1.045325,0.634773,3.13
2,1.028176,0.645869,3.14
3,0.980568,0.661708,3.11
4,0.961436,0.675494,3.22
5,0.936063,0.657197,3.21
6,0.932795,0.666463,3.19
7,0.909676,0.645256,3.09
8,0.90368,0.66265,3.16
9,0.89438,0.66194,3.1
10,0.897928,0.670145,3.09
11,0.881885,0.665829,3.07
12,0.88971,0.660594,3.08
13,0.863932,0.675336,3.19
14,0.842561,0.67616,3.32
15,0.843638,0.679191,3.23
16,0.860139,0.695835,3.28
17,0.830751,0.68304,3.27
18,0.822871,0.688947,3.27
19,0.826407,0.683952,3.32
20,0.808941,0.688333,3.22
21,0.795609,0.688098,3.2
22,0.809227,0.687418,3.19
23,0.769109,0.685138,3.14
24,0.781799,0.703557,3.14
25,0.794228,0.696223,3.16
26,0.780669,0.689843,3.15
27,0.76446,0.694601,3.11
28,0.771443,0.6977,3.1
29,0.768764,0.697055,3.11
30,0.753707,0.714041,3.19
31,0.752881,0.70848,3.16
32,0.743663,0.710506,3.13
33,0.733927,0.70072,3.11
34,0.731398,0.713879,3.15
35,0.747839,0.70816,3.18
36,0.724071,0.706956,3.18
37,0.731731,0.715082,3.21
38,0.727651,0.702057,3.13
39,0.744173,0.701332,3.17
40,0.735209,0.709959,3.15
41,0.720897,0.710579,3.16
42,0.72757,0.700733,3.19
43,0.712939,0.69897,3.21
44,0.737396,0.697925,3.26
45,0.708533,0.700079,3.2
46,0.719168,0.719361,3.24
47,0.721687,0.710072,3.21
48,0.742811,0.702895,3.24
49,0.724911,0.710847,3.2
