epoch,train_loss,val_score,time_sec
0,1.385021,0.107276,6.87
1,0.519428,0.248232,5.37
2,0.396686,0.289116,5.45
3,0.352475,0.379635,5.43
4,0.315429,0.362311,5.49
5,0.302657,0.35061,5.31
6,0.286517,0.387826,5.29
7,0.272329,0.437018,5.26
8,0.261307,0.461179,5.27
9,0.257287,0.47329,5.29
10,0.238011,0.474686,5.38
11,0.24145,0.49055,5.37
12,0.226727,0.45824,5.23
13,0.229999,0.489913,5.27
14,0.220316,0.428013,5.29
15,0.225598,0.508569,5.31
16,0.224089,0.533509,5.44
17,0.202795,0.484376,5.53
18,0.216974,0.531392,5.56
19,0.202417,0.497195,5.49
20,0.20461,0.544816,5.48
21,0.196823,0.480182,5.41
22,0.19873,0.498723,5.55
23,0.188627,0.516064,5.42
24,0.178063,0.503175,5.39
25,0.184173,0.49778,5.48
26,0.183047,0.511325,5.48
27,0.171706,0.504818,5.59
28,0.169117,0.517297,5.53
29,0.16907,0.478333,5.68
30,0.162777,0.519162,5.63
