epoch,train_loss,val_score,time_sec
0,1.077365,0.561836,4.42
1,1.018977,0.639506,3.48
2,0.944369,0.679929,3.48
3,0.895502,0.713159,3.52
4,0.856511,0.747069,3.53
5,0.824909,0.763447,3.47
6,0.817212,0.766859,3.48
7,0.775773,0.76373,3.41
8,0.760326,0.76457,3.39
9,0.741351,0.746521,3.42
10,0.733675,0.780193,3.42
11,0.711802,0.783489,3.43
12,0.688932,0.787018,3.43
13,0.663049,0.792648,3.45
14,0.657854,0.787862,3.45
15,0.632413,0.797257,3.43
16,0.597799,0.777975,3.41
17,0.596527,0.769729,3.43
18,0.567137,0.778763,3.42
19,0.559046,0.775786,3.42
20,0.539223,0.790677,3.4
21,0.509763,0.797347,3.39
22,0.486422,0.770723,3.4
23,0.486145,0.781329,3.4
24,0.44949,0.786735,3.44
25,0.439392,0.791878,3.45
26,0.417072,0.78354,3.43
27,0.384582,0.775825,3.41
28,0.379664,0.787701,3.42
29,0.362874,0.790065,3.42
30,0.346363,0.791811,3.41
31,0.331943,0.786632,3.4
