epoch,train_loss,val_score,time_sec
0,1.258361,0.487374,6.09
1,1.190379,0.520401,5.24
2,1.158055,0.605075,5.27
3,1.146268,0.664238,5.2
4,1.120523,0.671761,5.3
5,1.089923,0.697428,5.28
6,1.06736,0.706368,5.27
7,1.052692,0.722103,5.23
8,1.019503,0.732314,5.3
9,1.006389,0.741261,5.4
10,0.981251,0.743902,5.46
11,0.97755,0.762917,5.49
12,0.962402,0.765181,5.47
13,0.946275,0.772275,5.45
14,0.919644,0.775976,5.38
15,0.902754,0.785578,5.35
16,0.89587,0.79164,5.27
17,0.885883,0.793234,5.38
18,0.860129,0.796286,5.3
19,0.855214,0.798101,5.3
20,0.838061,0.799604,5.3
21,0.855931,0.80525,5.29
22,0.837843,0.807985,5.3
23,0.824367,0.809656,5.34
24,0.821787,0.808177,5.31
25,0.8031,0.811418,5.35
26,0.806259,0.811365,5.26
27,0.787878,0.811642,5.42
28,0.788909,0.811848,5.44
29,0.784006,0.816788,5.49
30,0.783027,0.81445,5.46
31,0.756681,0.819267,5.53
32,0.765819,0.818554,5.49
33,0.770572,0.818886,5.45
34,0.776653,0.819427,5.5
35,0.735777,0.819291,5.5
36,0.749951,0.8198,5.42
37,0.739,0.818607,5.41
38,0.760097,0.819298,5.5
39,0.737573,0.819073,5.57
40,0.749465,0.819905,5.56
41,0.727321,0.821105,5.64
42,0.728093,0.820788,5.62
43,0.735267,0.820841,5.54
44,0.734886,0.821527,5.47
45,0.720554,0.821028,5.36
46,0.735819,0.821448,5.46
47,0.741688,0.821836,5.36
48,0.728131,0.821959,5.31
49,0.73577,0.821064,5.43
