epoch,train_loss,val_score,time_sec
0,1.272707,0.609635,10.2
1,1.176517,0.644336,8.63
2,1.13644,0.678917,8.65
3,1.098441,0.708448,8.8
4,1.062793,0.710505,8.75
5,1.017384,0.731957,8.88
6,1.018073,0.748251,9.18
7,1.000445,0.747287,9.07
8,0.968029,0.757462,8.99
9,0.948017,0.761331,8.81
10,0.919251,0.786611,8.68
11,0.883926,0.778822,8.98
12,0.873626,0.799632,8.58
13,0.864902,0.811512,8.79
14,0.848486,0.815506,8.98
15,0.836479,0.821318,8.87
16,0.779377,0.83183,8.6
17,0.789178,0.832261,8.44
18,0.778831,0.836093,8.36
19,0.762635,0.840172,8.55
20,0.757193,0.847908,8.43
21,0.742547,0.852288,8.47
22,0.722076,0.849553,8.64
23,0.704418,0.849451,8.95
24,0.708982,0.849435,9.28
25,0.675257,0.858813,9.18
26,0.687017,0.86268,8.87
27,0.675365,0.860955,8.82
28,0.654012,0.863505,8.65
29,0.644052,0.864128,8.68
30,0.648404,0.858942,8.69
31,0.638524,0.859411,8.8
32,0.62343,0.861843,8.88
33,0.641497,0.858992,8.88
34,0.63488,0.865235,8.96
35,0.612137,0.867059,8.93
36,0.63568,0.868868,9.15
37,0.629919,0.863708,9.3
38,0.61858,0.861112,9.0
39,0.603291,0.863023,9.24
40,0.604351,0.862287,8.83
41,0.605298,0.863775,8.75
42,0.608293,0.859231,8.71
43,0.610083,0.865878,8.66
44,0.610864,0.866028,8.64
45,0.593243,0.861837,8.9
46,0.578493,0.86751,8.89
