epoch,train_loss,val_score,time_sec
0,0.505865,0.0,20.54
1,0.434212,0.0,20.02
2,0.418301,0.0,19.99
3,0.402506,0.239733,20.03
4,0.376788,0.32935,20.04
5,0.33247,0.490223,20.18
6,0.330413,0.365889,20.04
7,0.32675,0.0,20.05
8,0.376092,0.464418,20.04
9,0.300709,0.568691,20.04
10,0.297039,0.192692,20.03
11,0.292984,0.422643,20.04
12,0.272141,0.564631,20.02
13,0.264048,0.300141,20.02
14,0.259668,0.611995,20.01
15,0.25022,0.554438,20.18
16,0.24391,0.455335,19.99
17,0.23954,0.631837,20.0
18,0.231312,0.541174,19.99
19,0.237282,0.504004,20.0
20,0.249825,0.568309,20.01
21,0.225363,0.597911,20.02
22,0.224021,0.574416,19.99
23,0.218731,0.621454,19.99
24,0.224662,0.460417,20.0
25,0.22564,0.64966,19.99
26,0.214601,0.638255,20.04
27,0.209131,0.58555,20.03
28,0.203175,0.597306,20.04
29,0.20046,0.61054,20.04
30,0.199657,0.599832,20.04
31,0.199649,0.642775,20.03
32,0.198635,0.610256,20.03
33,0.192869,0.663462,20.04
34,0.188311,0.604824,20.03
35,0.188928,0.621818,20.02
36,0.184283,0.655963,20.02
37,0.181966,0.643321,20.02
38,0.179001,0.640049,20.01
39,0.178705,0.655309,20.01
40,0.177998,0.655064,19.99
41,0.175513,0.649265,20.0
42,0.170858,0.653251,19.97
43,0.172995,0.655266,19.99
