epoch,train_loss,val_score,time_sec
0,1.485416,-0.03432,4.71
1,0.722036,-0.072899,3.62
2,0.55945,0.052575,3.59
3,0.528922,0.084585,3.63
4,0.515771,0.142123,3.64
5,0.517395,0.165868,3.64
6,0.475709,0.119733,3.67
7,0.466101,0.159846,3.62
8,0.450607,0.250569,3.7
9,0.445139,0.238003,3.52
10,0.426656,0.226286,3.57
11,0.425385,0.201584,3.46
12,0.422017,0.2528,3.4
13,0.419477,0.278046,3.46
14,0.414981,0.196759,3.48
15,0.407877,0.239241,3.45
16,0.400518,0.244192,3.47
17,0.40115,0.298572,3.47
18,0.394439,0.311912,3.49
19,0.372336,0.282723,3.5
20,0.380607,0.277717,3.51
21,0.370417,0.324136,3.49
22,0.360809,0.292911,3.53
23,0.363981,0.314084,3.66
24,0.362861,0.372416,3.59
25,0.357,0.334397,3.61
26,0.351645,0.334286,3.54
27,0.347845,0.353831,3.56
28,0.326432,0.428672,3.62
29,0.351287,0.408032,3.57
30,0.329939,0.438911,3.53
31,0.329214,0.371695,3.57
32,0.318705,0.369857,3.52
33,0.32738,0.397647,3.54
34,0.307482,0.327707,3.59
35,0.310718,0.395404,3.59
36,0.30236,0.361577,3.58
37,0.299732,0.36216,3.57
38,0.309893,0.370218,3.54
39,0.315374,0.438429,3.48
40,0.300257,0.383354,3.56
