epoch,train_loss,val_score,time_sec
0,1.088313,0.470857,3.59
1,1.06105,0.483859,2.5
2,1.04447,0.477903,2.58
3,1.025725,0.499107,2.59
4,1.007478,0.560862,2.6
5,0.988374,0.529831,2.57
6,0.98178,0.556858,2.57
7,0.987701,0.58652,2.68
8,0.964482,0.621134,2.65
9,0.956485,0.634673,2.71
10,0.94197,0.656521,2.66
11,0.932164,0.660396,2.66
12,0.920472,0.667878,2.65
13,0.913977,0.673155,2.66
14,0.939164,0.672007,2.67
15,0.90466,0.664378,2.66
16,0.898267,0.65505,2.65
17,0.896979,0.659757,2.67
18,0.895093,0.664681,2.59
19,0.880714,0.675811,2.6
20,0.880644,0.681645,2.57
21,0.871989,0.676783,2.59
22,0.855302,0.672852,2.54
23,0.885543,0.67938,2.54
24,0.875213,0.686778,2.57
25,0.864508,0.687668,2.59
26,0.855874,0.687462,2.58
27,0.863003,0.696585,2.56
28,0.841169,0.702572,2.57
29,0.845309,0.697224,2.54
30,0.840746,0.699915,2.51
31,0.846064,0.700359,2.54
32,0.831555,0.696962,2.53
33,0.836029,0.695868,2.51
34,0.850191,0.692141,2.54
35,0.837409,0.694326,2.53
36,0.8363,0.695057,2.57
37,0.822028,0.695731,2.56
38,0.83817,0.695018,2.58
