epoch,train_loss,val_score,time_sec
0,1.016386,0.686428,3.59
1,0.906315,0.696882,2.82
2,0.88628,0.705608,2.83
3,0.877772,0.715666,2.83
4,0.851393,0.677089,2.82
5,0.861013,0.710964,2.83
6,0.843156,0.710453,2.82
7,0.83029,0.69941,2.82
8,0.810416,0.715322,2.83
9,0.821711,0.757012,2.83
10,0.807732,0.758926,2.83
11,0.787667,0.757634,2.83
12,0.775507,0.77668,2.83
13,0.781352,0.760688,2.82
14,0.746701,0.769128,2.82
15,0.745733,0.775021,2.82
16,0.74397,0.778282,2.82
17,0.720548,0.770636,2.82
18,0.721759,0.755325,2.82
19,0.688825,0.75598,2.83
20,0.682083,0.754015,2.82
21,0.673914,0.752591,2.82
22,0.669281,0.759903,2.82
23,0.641253,0.757241,2.84
24,0.631679,0.75442,2.83
25,0.612059,0.763801,2.84
26,0.599852,0.738383,2.82
