epoch,train_loss,val_score,time_sec
0,1.057699,0.1206,4.42
1,0.462972,0.096749,3.43
2,0.431825,0.266489,3.46
3,0.386585,0.32398,3.45
4,0.348096,0.342495,3.44
5,0.320693,0.384424,3.46
6,0.308463,0.419362,3.44
7,0.281776,0.426618,3.44
8,0.273449,0.436218,3.44
9,0.269887,0.457302,3.57
10,0.24991,0.474761,3.54
11,0.235455,0.442252,3.54
12,0.225795,0.454966,3.54
13,0.2215,0.503707,3.55
14,0.217283,0.504093,3.55
15,0.208835,0.474336,3.48
16,0.21456,0.495094,3.54
17,0.194348,0.492345,3.53
18,0.201572,0.505674,3.43
19,0.186636,0.545757,3.42
20,0.188676,0.506043,3.42
21,0.18163,0.494673,3.42
22,0.176383,0.50516,3.42
23,0.164538,0.533738,3.42
24,0.155848,0.538079,3.43
25,0.166116,0.499362,3.39
26,0.157803,0.555225,3.42
27,0.148806,0.545509,3.42
28,0.148817,0.512231,3.45
29,0.145025,0.502906,3.44
30,0.141934,0.532355,3.44
31,0.132543,0.509672,3.49
32,0.128742,0.495963,3.43
33,0.125975,0.519693,3.43
34,0.122,0.523033,3.42
35,0.128205,0.493515,3.49
36,0.116987,0.489339,3.6
