epoch,train_loss,val_score,time_sec
0,1.232803,0.61179,7.86
1,1.110644,0.755468,6.87
2,0.950203,0.795726,6.93
3,0.862601,0.836299,7.18
4,0.807678,0.851085,6.99
5,0.76115,0.859192,6.91
6,0.716863,0.86877,6.94
7,0.692386,0.873793,7.0
8,0.656165,0.87788,7.05
9,0.634581,0.877416,7.09
10,0.612875,0.886357,7.1
11,0.565011,0.878095,7.01
12,0.544475,0.890463,7.01
13,0.530245,0.896516,6.99
14,0.493433,0.895306,7.02
15,0.471725,0.894121,7.01
16,0.455459,0.893412,7.01
17,0.441823,0.888496,6.99
18,0.414464,0.882067,7.01
19,0.393453,0.891739,7.08
20,0.362648,0.886066,7.11
21,0.335654,0.890707,7.12
22,0.329953,0.882526,7.11
23,0.302086,0.888624,7.04
