epoch,train_loss,val_score,time_sec
0,1.057598,0.051941,4.6
1,0.453011,0.213995,3.65
2,0.405944,0.264814,3.64
3,0.355144,0.274935,3.69
4,0.335392,0.437113,3.64
5,0.337858,0.452965,3.63
6,0.299928,0.428138,3.61
7,0.295236,0.511195,3.6
8,0.287294,0.504476,3.6
9,0.26886,0.471945,3.58
10,0.255941,0.508238,3.53
11,0.241906,0.577084,3.51
12,0.244157,0.49528,3.58
13,0.218292,0.576077,3.55
14,0.219628,0.564486,3.52
15,0.2064,0.580473,3.54
16,0.206603,0.574293,3.55
17,0.195653,0.517543,3.48
18,0.19169,0.56015,3.45
19,0.188265,0.573795,3.44
20,0.178219,0.572148,3.48
21,0.162711,0.601169,3.45
22,0.162589,0.581754,3.47
23,0.163938,0.588234,3.48
24,0.161874,0.56006,3.49
25,0.162515,0.585557,3.49
26,0.153935,0.589785,3.48
27,0.145805,0.628929,3.52
28,0.141341,0.57528,3.55
29,0.134896,0.608307,3.52
30,0.135917,0.559126,3.5
31,0.127829,0.624868,3.5
32,0.123632,0.6019,3.51
33,0.120912,0.6125,3.53
34,0.117337,0.583722,3.5
35,0.116133,0.583361,3.5
36,0.114036,0.588109,3.59
37,0.114351,0.56731,3.57
