epoch,train_loss,val_score,time_sec
0,1.04991,0.641796,3.69
1,0.924209,0.667193,2.93
2,0.891742,0.699164,2.93
3,0.857227,0.706782,2.92
4,0.822164,0.709844,2.92
5,0.815922,0.699896,2.91
6,0.78653,0.723142,2.91
7,0.772391,0.720896,2.91
8,0.76908,0.727816,2.91
9,0.751684,0.742516,2.91
10,0.748928,0.741639,2.91
11,0.73869,0.741124,2.91
12,0.725995,0.758722,2.91
13,0.720529,0.748773,2.91
14,0.711266,0.745027,2.91
15,0.694299,0.745058,2.91
16,0.672328,0.734105,2.9
17,0.659126,0.739505,2.91
18,0.648775,0.741847,2.91
19,0.625288,0.735514,2.92
20,0.624429,0.742613,2.9
21,0.602596,0.725935,2.9
22,0.576968,0.727341,2.91
