epoch,train_loss,val_score,time_sec
0,1.231282,0.608503,7.91
1,1.12031,0.718139,6.91
2,0.993074,0.801472,6.98
3,0.868483,0.821466,7.15
4,0.821823,0.832294,7.12
5,0.782601,0.838948,7.16
6,0.729027,0.857465,7.07
7,0.70198,0.847703,6.99
8,0.6584,0.858273,6.95
9,0.625618,0.865362,6.8
10,0.622426,0.85958,6.81
11,0.576007,0.860172,6.79
12,0.556249,0.861063,6.78
13,0.548012,0.870384,6.78
14,0.512495,0.867043,6.79
15,0.462789,0.867458,6.8
16,0.469473,0.87431,6.81
17,0.452947,0.872406,6.79
18,0.417403,0.862069,6.82
19,0.408665,0.867188,6.87
20,0.394116,0.870526,6.93
21,0.361536,0.865394,6.94
22,0.354829,0.86786,6.88
23,0.320882,0.860253,6.87
24,0.304835,0.857699,7.02
25,0.26971,0.860142,6.94
26,0.262134,0.858763,6.8
