epoch,train_loss,val_score,time_sec
0,1.263973,0.606445,40.53
1,1.240123,0.598185,39.96
2,1.225576,0.613557,39.95
3,1.226303,0.561433,39.91
4,1.216536,0.637455,39.89
5,1.195717,0.690737,40.06
6,1.155989,0.715458,39.89
7,1.111032,0.753777,39.89
8,1.06059,0.795619,39.9
9,0.960191,0.821532,39.89
10,0.939324,0.837754,40.22
11,0.905459,0.846096,39.98
12,0.870615,0.831982,39.99
13,0.848173,0.862165,39.99
14,0.835241,0.855761,39.95
15,0.802304,0.847505,39.94
16,0.804428,0.872096,39.91
17,0.771907,0.867584,39.9
18,0.755698,0.877605,39.89
19,0.740617,0.891707,39.9
20,0.706076,0.891945,40.07
21,0.695589,0.895689,39.95
22,0.681465,0.901632,39.99
23,0.663581,0.908904,40.0
24,0.653977,0.894521,39.98
25,0.648363,0.907336,39.97
26,0.625592,0.906297,39.95
27,0.612423,0.913823,39.94
28,0.601047,0.911267,39.91
29,0.585412,0.912273,39.89
30,0.565816,0.905073,39.88
31,0.566267,0.913716,39.89
32,0.557718,0.912365,39.88
33,0.54011,0.913394,39.93
34,0.521815,0.915267,39.97
35,0.511172,0.912722,40.11
36,0.496392,0.907626,39.99
37,0.484463,0.911981,39.99
38,0.475211,0.913474,39.95
39,0.461728,0.912136,39.93
40,0.457387,0.908609,39.91
41,0.450099,0.911075,39.92
42,0.442993,0.910504,39.9
43,0.420551,0.912213,39.9
44,0.427371,0.912187,39.89
