epoch,train_loss,val_score,time_sec
0,1.243029,0.0,3.83
1,0.561123,0.001216,2.67
2,0.495964,-0.000863,2.73
3,0.492281,0.002453,2.76
4,0.470825,-0.033613,2.77
5,0.455634,0.030135,2.79
6,0.456003,0.054752,2.73
7,0.450036,0.07386,2.73
8,0.445272,0.134648,2.74
9,0.434286,0.141374,2.69
10,0.429481,0.133625,2.66
11,0.404734,0.11643,2.67
12,0.409587,0.13432,2.68
13,0.42077,0.139781,2.68
14,0.413576,0.187289,2.68
15,0.402917,0.225668,2.65
16,0.40032,0.18846,2.62
17,0.389863,0.207048,2.69
18,0.387605,0.254592,2.64
19,0.386,0.253705,2.69
20,0.377231,0.252317,2.61
21,0.375577,0.24881,2.59
22,0.374229,0.284306,2.63
23,0.375896,0.249027,2.66
24,0.35963,0.276798,2.68
25,0.375747,0.286259,2.69
26,0.358666,0.305176,2.66
27,0.366497,0.276185,2.63
28,0.356386,0.304336,2.67
29,0.35226,0.301244,2.66
30,0.351297,0.285755,2.63
31,0.35207,0.322952,2.72
32,0.355354,0.350891,2.8
33,0.339255,0.321906,2.75
34,0.348945,0.321568,2.79
35,0.344334,0.295794,2.72
36,0.324887,0.302587,2.78
37,0.349238,0.308385,2.83
38,0.334697,0.324425,2.8
39,0.348937,0.33468,2.8
40,0.339211,0.317501,2.81
41,0.333841,0.325272,2.76
42,0.337811,0.329406,2.71
