epoch,train_loss,val_score,time_sec
0,1.239121,0.644339,7.92
1,1.129535,0.722339,7.03
2,0.987397,0.774163,7.01
3,0.89733,0.802242,6.99
4,0.834516,0.81933,6.99
5,0.79996,0.827924,7.01
6,0.750353,0.835885,7.02
7,0.722574,0.863166,7.04
8,0.678707,0.867862,7.05
9,0.632902,0.863328,7.1
10,0.614741,0.863543,7.02
11,0.596065,0.87161,7.07
12,0.577623,0.864032,7.03
13,0.546186,0.870441,7.07
14,0.52899,0.868219,7.14
15,0.510245,0.873256,7.21
16,0.483944,0.876606,7.24
17,0.446932,0.873421,7.27
18,0.449831,0.871892,7.28
19,0.401076,0.871192,7.02
20,0.399827,0.865293,7.02
21,0.37359,0.870319,7.1
22,0.348877,0.865045,7.02
23,0.336652,0.861294,7.02
24,0.320848,0.863623,7.01
25,0.305159,0.865307,7.02
26,0.294596,0.872089,7.06
