epoch,train_loss,val_score,time_sec
0,1.262738,0.540766,6.43
1,1.202038,0.523407,5.56
2,1.166133,0.590528,5.52
3,1.134915,0.654722,5.49
4,1.134836,0.687165,5.67
5,1.087093,0.702924,5.61
6,1.08694,0.71677,5.48
7,1.062981,0.727057,5.41
8,1.038555,0.73508,5.49
9,1.01284,0.75886,5.37
10,0.978728,0.76679,5.23
11,0.970021,0.776454,5.46
12,0.966177,0.778698,5.41
13,0.958438,0.800671,5.23
14,0.932084,0.805082,5.28
15,0.921466,0.809665,5.34
16,0.897976,0.815662,5.32
17,0.890443,0.825433,5.34
18,0.882996,0.827092,5.28
19,0.875084,0.832615,5.55
20,0.871861,0.833594,5.61
21,0.859143,0.83712,5.62
22,0.844746,0.839118,5.67
23,0.827533,0.843885,5.57
24,0.833511,0.846733,5.6
25,0.816937,0.845006,5.69
26,0.828235,0.852074,5.54
27,0.808589,0.851951,5.48
28,0.816357,0.854313,5.35
29,0.799058,0.859383,5.22
30,0.795025,0.855709,5.21
31,0.782852,0.853414,5.12
32,0.787833,0.858327,5.27
33,0.786301,0.859595,5.41
34,0.773857,0.859742,5.45
35,0.774953,0.858754,5.49
36,0.774706,0.857752,5.45
37,0.773274,0.85819,5.54
38,0.784569,0.858015,5.56
39,0.76436,0.856374,5.68
40,0.774901,0.859163,5.58
41,0.758074,0.860428,5.52
42,0.782844,0.860129,5.49
43,0.753808,0.860486,5.38
44,0.76961,0.861018,5.37
45,0.77661,0.860063,5.26
46,0.75546,0.860553,5.25
47,0.766351,0.860306,5.25
48,0.750232,0.85982,5.24
49,0.766257,0.860148,5.34
