epoch,train_loss,val_score,time_sec
0,1.266903,0.0,3.54
1,0.557995,-0.00667,2.55
2,0.528837,0.025255,2.61
3,0.496731,0.050632,2.64
4,0.458626,0.104866,2.59
5,0.456521,0.139719,2.61
6,0.45663,0.128727,2.58
7,0.450752,0.18764,2.6
8,0.425592,0.198258,2.6
9,0.438872,0.193734,2.68
10,0.411858,0.237523,2.7
11,0.40843,0.252107,2.74
12,0.401743,0.268888,2.71
13,0.404697,0.237452,2.7
14,0.404312,0.231516,2.73
15,0.399506,0.244321,2.7
16,0.382785,0.267569,2.64
17,0.373702,0.27041,2.69
18,0.372053,0.321304,2.69
19,0.373153,0.284909,2.62
20,0.3667,0.309208,2.56
21,0.365151,0.319187,2.52
22,0.362208,0.325993,2.53
23,0.353985,0.339088,2.55
24,0.348151,0.359835,2.68
25,0.348291,0.345361,2.73
26,0.342792,0.373138,2.79
27,0.344376,0.38664,2.77
28,0.349458,0.39327,2.77
29,0.336906,0.409661,2.76
30,0.328912,0.404431,2.75
31,0.328773,0.407793,2.77
32,0.330368,0.413407,2.79
33,0.327164,0.41627,2.8
34,0.328394,0.416832,2.75
35,0.325833,0.427645,2.72
36,0.317804,0.467082,2.7
37,0.325742,0.441103,2.75
38,0.315157,0.440328,2.76
39,0.314459,0.430704,2.71
40,0.318992,0.425448,2.72
41,0.318219,0.428286,2.66
42,0.321761,0.438195,2.73
43,0.315528,0.442008,2.69
44,0.31634,0.442333,2.72
45,0.31191,0.426072,2.74
46,0.306861,0.429214,2.68
