epoch,train_loss,val_score,time_sec
0,1.115721,0.54759,20.03
1,1.074104,0.560559,19.54
2,1.064805,0.629442,19.54
3,1.082373,0.516551,19.54
4,1.068389,0.561084,19.53
5,1.059065,0.628162,19.77
6,1.014656,0.679304,19.54
7,0.973429,0.665349,19.75
8,0.952154,0.667361,19.63
9,0.94277,0.670943,19.65
10,0.928058,0.674345,19.64
11,0.933175,0.683688,19.65
12,0.921563,0.685543,19.64
13,0.935118,0.691122,19.81
14,0.901677,0.675212,19.63
15,0.909924,0.698717,19.63
16,0.912313,0.697097,19.62
17,0.903837,0.696646,19.62
18,0.90537,0.707365,19.61
19,0.91185,0.700553,19.61
20,0.896217,0.705704,19.59
21,0.890195,0.711973,19.6
22,0.888673,0.718293,19.59
23,0.882815,0.709945,19.59
24,0.881323,0.70548,19.6
25,0.878663,0.713206,19.59
26,0.881316,0.713829,19.59
27,0.874617,0.713057,19.58
28,0.867601,0.708955,19.61
29,0.871978,0.710101,19.59
30,0.861609,0.716744,19.61
31,0.863732,0.713066,19.65
32,0.857541,0.713445,19.64
