epoch,train_loss,val_score,time_sec
0,0.523582,0.276233,3.68
1,0.362776,0.421047,2.9
2,0.323036,0.457964,2.89
3,0.288185,0.54425,2.9
4,0.247283,0.572567,2.89
5,0.241134,0.59036,2.9
6,0.237842,0.622128,2.9
7,0.22341,0.561638,2.89
8,0.226463,0.547818,2.9
9,0.216447,0.602767,2.9
10,0.203501,0.558863,2.9
11,0.198638,0.619509,2.89
12,0.193404,0.607486,2.89
13,0.196279,0.634177,2.89
14,0.183341,0.614003,2.9
15,0.179814,0.641823,2.9
16,0.181338,0.625827,2.89
17,0.174891,0.613387,2.9
18,0.171844,0.633478,2.89
19,0.166385,0.649181,2.89
20,0.158131,0.604194,2.9
21,0.15624,0.622251,2.91
22,0.144357,0.620398,2.89
23,0.142495,0.642602,2.9
24,0.137639,0.633731,2.89
25,0.135791,0.619075,2.89
26,0.132714,0.604174,2.89
27,0.122187,0.608382,2.89
28,0.12723,0.59417,2.9
29,0.120008,0.596293,2.89
