epoch,train_loss,val_score,time_sec
0,1.207045,0.666901,6.62
1,1.013686,0.805579,5.83
2,0.851305,0.859422,5.82
3,0.738922,0.86766,5.81
4,0.682229,0.873627,5.81
5,0.647469,0.89299,5.82
6,0.608498,0.891204,5.81
7,0.594349,0.887323,5.82
8,0.595698,0.886801,5.81
9,0.548879,0.896373,5.79
10,0.531102,0.898559,5.79
11,0.5326,0.895385,5.8
12,0.507331,0.894099,5.81
13,0.485704,0.906152,5.87
14,0.484476,0.893978,5.78
15,0.455612,0.898252,5.81
16,0.462147,0.888368,5.8
17,0.431647,0.896026,5.8
18,0.434825,0.90037,5.79
19,0.417773,0.894918,5.79
20,0.402371,0.899714,5.77
21,0.392693,0.900475,5.81
22,0.390896,0.903923,5.78
23,0.36483,0.899025,5.77
