epoch,train_loss,val_score,time_sec
0,1.258383,0.698304,14.21
1,1.105564,0.748254,12.77
2,1.023744,0.774912,13.0
3,0.946758,0.788143,12.54
4,0.906145,0.811272,12.51
5,0.862409,0.835589,12.68
6,0.835335,0.837459,12.83
7,0.787731,0.846498,12.96
8,0.755739,0.854368,13.06
9,0.74654,0.843021,12.7
10,0.721968,0.865228,12.69
11,0.686587,0.8685,12.03
12,0.674127,0.872481,10.44
13,0.665201,0.87053,10.55
14,0.620306,0.871519,10.41
15,0.622652,0.871839,10.54
16,0.606648,0.881491,10.48
17,0.580082,0.871672,10.79
18,0.555148,0.879021,10.69
19,0.540989,0.880412,10.69
20,0.52928,0.880822,11.0
21,0.516394,0.888664,10.69
22,0.501042,0.885857,10.67
23,0.477284,0.881594,10.63
24,0.467304,0.886804,10.61
25,0.448919,0.877675,10.69
26,0.417559,0.884891,10.54
27,0.423826,0.879479,10.58
28,0.404301,0.878277,10.87
29,0.364418,0.880093,11.0
30,0.368174,0.880653,10.93
31,0.35586,0.871054,10.87
