epoch,train_loss,val_score,time_sec
0,1.239211,0.557139,40.46
1,1.224956,0.605676,39.82
2,1.222592,0.577692,39.82
3,1.218359,0.585079,39.87
4,1.195159,0.594813,39.86
5,1.186759,0.578276,39.85
6,1.177358,0.609169,39.86
7,1.181907,0.631012,39.85
8,1.162272,0.65777,39.94
9,1.156373,0.662696,39.97
10,1.13779,0.679952,40.03
11,1.052231,0.771187,39.98
12,0.965482,0.800507,39.93
13,0.921074,0.812237,39.91
14,0.884653,0.835972,39.89
15,0.854686,0.838765,39.87
16,0.844227,0.849609,39.87
17,0.797629,0.859344,39.86
18,0.778224,0.851789,39.84
19,0.745103,0.851374,39.86
20,0.736192,0.852753,39.96
21,0.708207,0.870109,39.94
22,0.687639,0.866234,39.93
23,0.668974,0.874734,39.98
24,0.648476,0.876124,39.92
25,0.626606,0.852681,40.04
26,0.621154,0.860576,39.89
27,0.602885,0.867211,39.88
28,0.590906,0.880657,39.87
29,0.572921,0.881085,39.86
30,0.553291,0.883782,39.92
31,0.547258,0.888459,39.86
32,0.527211,0.886828,39.93
33,0.516063,0.883474,39.93
34,0.513774,0.887108,39.95
35,0.502399,0.877507,39.95
36,0.486171,0.885078,39.93
37,0.471692,0.883079,39.9
38,0.451926,0.879191,39.88
39,0.434937,0.878209,39.86
40,0.425924,0.884623,39.85
41,0.419846,0.880282,39.86
