epoch,train_loss,val_score,time_sec
0,1.26899,0.0,3.77
1,0.567281,0.002017,2.64
2,0.51413,0.034262,2.7
3,0.476099,0.071321,2.72
4,0.472186,0.040299,2.68
5,0.447551,0.015703,2.71
6,0.451434,0.114035,2.74
7,0.43637,0.11802,2.7
8,0.424268,0.117802,2.75
9,0.431666,0.107581,2.82
10,0.405321,0.156373,2.84
11,0.405786,0.140343,2.78
12,0.402489,0.110341,2.83
13,0.397455,0.132242,2.82
14,0.393878,0.235187,2.75
15,0.391068,0.183557,2.77
16,0.379851,0.159635,2.77
17,0.375204,0.17453,2.77
18,0.376141,0.217385,2.82
19,0.369972,0.245066,2.7
20,0.370587,0.253319,2.62
21,0.368999,0.226948,2.56
22,0.352213,0.261056,2.59
23,0.349608,0.276713,2.6
24,0.35363,0.204509,2.62
25,0.347756,0.230862,2.61
26,0.343776,0.242862,2.62
27,0.342259,0.225632,2.61
28,0.333524,0.272632,2.64
29,0.342354,0.277383,2.63
30,0.334805,0.251706,2.65
31,0.330456,0.274236,2.62
32,0.336042,0.255248,2.63
33,0.323324,0.294268,2.63
34,0.320234,0.298125,2.69
35,0.330014,0.291583,2.68
36,0.319908,0.285987,2.66
37,0.324072,0.288271,2.66
38,0.316396,0.283869,2.64
39,0.314865,0.30109,2.71
40,0.314195,0.282709,2.71
41,0.315153,0.275402,2.7
42,0.317047,0.267517,2.67
43,0.308927,0.26945,2.72
44,0.327825,0.290925,2.69
45,0.324951,0.282855,2.71
46,0.325499,0.292967,2.7
47,0.315258,0.290281,2.64
48,0.328141,0.29419,2.65
49,0.313707,0.301786,2.69
