epoch,train_loss,val_score,time_sec
0,1.067798,0.095887,4.61
1,0.479335,0.264879,3.6
2,0.412589,0.312602,3.61
3,0.384531,0.335592,3.63
4,0.335342,0.393649,3.56
5,0.3339,0.415515,3.56
6,0.30508,0.470116,3.56
7,0.297635,0.511457,3.58
8,0.294383,0.539653,3.59
9,0.275543,0.562049,3.59
10,0.259513,0.548219,3.57
11,0.250565,0.494097,3.57
12,0.250012,0.56442,3.56
13,0.243037,0.556265,3.57
14,0.232344,0.578416,3.56
15,0.227539,0.609637,3.56
16,0.221695,0.60767,3.6
17,0.219004,0.636013,3.56
18,0.206456,0.611667,3.54
19,0.202243,0.667318,3.54
20,0.201836,0.642237,3.54
21,0.18699,0.645025,3.52
22,0.194422,0.639537,3.53
23,0.179136,0.66522,3.53
24,0.184039,0.648963,3.52
25,0.170236,0.640066,3.55
26,0.170413,0.625378,3.55
27,0.163005,0.635702,3.52
28,0.155549,0.641476,3.54
29,0.151196,0.647029,3.56
