epoch,train_loss,val_score,time_sec
0,1.499343,-0.003844,4.6
1,0.713551,9.5e-05,3.45
2,0.556481,0.095204,3.43
3,0.54974,0.118786,3.44
4,0.545614,0.067402,3.42
5,0.507545,0.077773,3.47
6,0.512038,0.149006,3.46
7,0.467896,0.213799,3.45
8,0.47027,0.116243,3.45
9,0.453721,0.119594,3.44
10,0.453972,0.219069,3.48
11,0.428706,0.170442,3.45
12,0.432714,0.233333,3.39
13,0.423135,0.236717,3.4
14,0.42398,0.199971,3.52
15,0.409509,0.250738,3.61
16,0.401327,0.280657,3.61
17,0.408986,0.298993,3.6
18,0.377474,0.26778,3.57
19,0.38016,0.334833,3.55
20,0.369669,0.354493,3.55
21,0.381171,0.399966,3.57
22,0.362675,0.371426,3.53
23,0.35393,0.318611,3.54
24,0.349684,0.361245,3.52
25,0.338478,0.358175,3.52
26,0.344924,0.365238,3.59
27,0.330318,0.351731,3.52
28,0.339767,0.373213,3.54
29,0.311564,0.380341,3.55
30,0.316036,0.37992,3.52
31,0.32298,0.387949,3.65
