epoch,train_loss,val_score,time_sec
0,1.075472,0.562062,4.22
1,1.035653,0.641053,3.23
2,0.978153,0.696863,3.23
3,0.91931,0.730273,3.21
4,0.866774,0.747319,3.22
5,0.833896,0.742291,3.21
6,0.801396,0.767631,3.25
7,0.787749,0.764164,3.36
8,0.750054,0.758401,3.36
9,0.746393,0.767803,3.35
10,0.718103,0.761282,3.29
11,0.729576,0.742799,3.27
12,0.701213,0.762968,3.26
13,0.675328,0.765124,3.23
14,0.664808,0.747464,3.24
15,0.623256,0.740921,3.3
16,0.63493,0.75321,3.34
17,0.586876,0.737448,3.31
18,0.570525,0.741518,3.32
19,0.556267,0.739777,3.33
