epoch,train_loss,val_score,time_sec
0,1.137049,0.609591,6.34
1,1.057759,0.626707,4.93
2,1.012075,0.635854,4.98
3,0.951861,0.682675,4.89
4,0.951251,0.71047,4.88
5,0.907303,0.680352,4.97
6,0.913735,0.703366,5.06
7,0.856058,0.699984,4.97
8,0.844133,0.727858,4.93
9,0.835233,0.729183,4.95
10,0.817653,0.701133,5.01
11,0.821164,0.701986,5.01
12,0.795745,0.721855,5.01
13,0.782538,0.698993,5.02
14,0.772604,0.704071,4.93
15,0.777382,0.728139,5.0
16,0.743699,0.727421,4.98
17,0.744696,0.713494,4.96
18,0.709247,0.74555,4.91
19,0.697993,0.715479,4.83
20,0.675748,0.729066,4.77
21,0.693447,0.733517,4.73
22,0.642794,0.717966,4.78
23,0.642726,0.728232,4.87
24,0.625303,0.730082,4.86
25,0.607773,0.745385,4.88
26,0.581742,0.741749,4.81
27,0.578236,0.72741,4.73
28,0.564667,0.71305,4.76
