epoch,train_loss,val_score,time_sec
0,0.495115,0.051577,20.44
1,0.444837,0.0,19.87
2,0.435671,0.0,19.88
3,0.420601,0.0,19.88
4,0.420251,0.093814,19.89
5,0.405364,0.0,19.93
6,0.395256,0.098489,19.93
7,0.362864,0.210683,19.93
8,0.380268,0.228808,19.92
9,0.355786,0.162646,19.92
10,0.358695,0.314518,19.91
11,0.349188,0.119124,19.92
12,0.356123,0.202941,19.93
13,0.339087,0.384097,19.92
14,0.338965,0.430918,19.9
15,0.338174,0.278762,19.9
16,0.337425,0.412558,19.9
17,0.334113,0.337751,19.89
18,0.340343,0.319146,19.89
19,0.334154,0.259001,19.89
20,0.332318,0.253218,19.88
21,0.32846,0.292627,19.89
22,0.336837,0.412604,19.89
23,0.32395,0.297381,19.89
24,0.325075,0.220724,19.88
