epoch,train_loss,val_score,time_sec
0,1.168345,0.600139,6.33
1,1.060933,0.648411,4.92
2,1.001344,0.677523,4.87
3,0.940734,0.725662,4.96
4,0.924222,0.719645,4.97
5,0.901075,0.714505,5.0
6,0.887816,0.728432,4.96
7,0.863205,0.737522,4.92
8,0.826242,0.755277,4.97
9,0.819636,0.766093,5.0
10,0.828123,0.763849,4.97
11,0.780263,0.755161,5.04
12,0.763062,0.763454,4.97
13,0.756673,0.765355,4.81
14,0.740063,0.774573,4.87
15,0.76984,0.765696,4.96
16,0.721567,0.7579,4.87
17,0.737381,0.750615,4.86
18,0.724547,0.762608,4.98
19,0.702218,0.761285,5.02
20,0.675629,0.749825,5.28
21,0.643735,0.756193,5.38
22,0.644071,0.752585,5.01
23,0.621289,0.758397,5.12
24,0.619866,0.765168,5.23
