epoch,train_loss,val_score,time_sec
0,1.243393,0.552999,6.38
1,1.184076,0.52708,5.33
2,1.152793,0.57654,5.43
3,1.141017,0.66172,5.42
4,1.105404,0.68061,5.36
5,1.085938,0.710482,5.31
6,1.059438,0.726081,5.32
7,1.035149,0.726357,5.33
8,1.014846,0.75114,5.31
9,1.002604,0.746052,5.38
10,0.978833,0.750206,5.28
11,0.954742,0.771702,5.28
12,0.940273,0.775022,5.34
13,0.935035,0.76992,5.31
14,0.912804,0.782046,5.27
15,0.894605,0.774825,5.36
16,0.895849,0.787735,5.47
17,0.883429,0.796629,5.36
18,0.871283,0.805588,5.47
19,0.861363,0.802633,5.49
20,0.842431,0.8026,5.52
21,0.841749,0.813565,5.37
22,0.814516,0.819209,5.42
23,0.834919,0.814577,5.48
24,0.814867,0.812214,5.48
25,0.807032,0.825659,5.53
26,0.797413,0.828288,5.51
27,0.80058,0.826774,5.64
28,0.79401,0.824935,5.63
29,0.792432,0.827248,5.63
30,0.785114,0.823549,5.59
31,0.763736,0.826589,5.54
32,0.764668,0.824408,5.24
33,0.769877,0.827196,5.44
34,0.756687,0.827134,5.44
35,0.766102,0.829705,5.4
36,0.751068,0.830657,5.4
37,0.74955,0.834225,5.31
38,0.756493,0.833804,5.27
39,0.761508,0.834361,5.31
40,0.768566,0.836607,5.29
41,0.746996,0.835397,5.34
42,0.736889,0.835558,5.44
43,0.735884,0.835484,5.38
44,0.74174,0.835283,5.37
45,0.747273,0.834857,5.37
46,0.748513,0.835823,5.38
47,0.742623,0.836492,5.32
48,0.72835,0.833776,5.32
49,0.748557,0.836269,5.44
