epoch,train_loss,val_score,time_sec
0,1.094185,0.582814,20.59
1,1.063695,0.661983,20.02
2,1.061092,0.593206,20.04
3,1.014234,0.673414,20.06
4,0.998103,0.663544,20.06
5,0.984588,0.694177,20.06
6,0.935609,0.703336,20.04
7,0.93354,0.70075,20.04
8,0.911369,0.71233,20.04
9,0.915887,0.709983,20.02
10,0.91215,0.708895,20.01
11,0.911411,0.71274,20.02
12,0.9064,0.711122,20.01
13,0.90666,0.72091,20.01
14,0.89184,0.716465,20.0
15,0.904892,0.725223,20.01
16,0.900849,0.715174,20.0
17,0.878984,0.744798,20.0
18,0.88409,0.739863,20.0
19,0.86419,0.754481,20.0
20,0.862657,0.784807,19.99
21,0.847339,0.776569,20.07
22,0.837525,0.789098,20.06
23,0.830619,0.803251,20.06
24,0.837164,0.790197,20.03
25,0.833054,0.798967,20.06
26,0.816289,0.803075,20.06
27,0.819699,0.805893,20.06
28,0.802311,0.819348,20.04
29,0.79396,0.818368,20.04
30,0.784087,0.822117,20.03
31,0.77415,0.820647,20.01
32,0.780036,0.823305,20.01
33,0.770037,0.829825,20.01
34,0.759565,0.82849,20.01
35,0.756365,0.825722,20.01
36,0.749147,0.828248,20.0
37,0.751267,0.829259,20.01
38,0.733777,0.829453,20.01
39,0.731701,0.832984,20.04
40,0.72656,0.83306,20.22
41,0.725598,0.835896,19.99
42,0.712426,0.834896,19.98
43,0.708975,0.830274,20.0
44,0.702548,0.835963,20.06
45,0.715961,0.833882,20.29
46,0.708783,0.834342,20.09
47,0.702713,0.83458,20.07
48,0.708862,0.834634,20.04
49,0.712326,0.834847,20.07
