epoch,train_loss,val_score,time_sec
0,1.240297,0.582491,40.04
1,1.216756,0.602657,39.59
2,1.207224,0.582887,39.59
3,1.189563,0.631814,39.61
4,1.171685,0.632349,39.59
5,1.169605,0.604632,39.56
6,1.159657,0.618338,39.54
7,1.139471,0.689269,39.53
8,1.064447,0.782491,39.49
9,0.99151,0.822132,39.54
10,0.957053,0.830897,39.7
11,0.905935,0.830361,39.55
12,0.869752,0.83455,39.58
13,0.862722,0.844055,39.61
14,0.827994,0.848628,39.61
15,0.812266,0.856751,39.8
16,0.793661,0.843941,39.6
17,0.778761,0.854979,39.56
18,0.760765,0.84904,39.55
19,0.751029,0.851927,39.53
20,0.734,0.856922,39.53
21,0.70941,0.859124,39.57
22,0.690041,0.865716,39.43
23,0.681144,0.865595,39.42
24,0.658915,0.875188,39.51
25,0.666371,0.874387,39.72
26,0.641871,0.874732,39.56
27,0.617608,0.883913,39.51
28,0.605468,0.874828,39.47
29,0.587364,0.870482,39.49
30,0.586535,0.866659,39.45
31,0.571648,0.873803,39.44
32,0.565998,0.88092,39.42
33,0.549717,0.878476,39.43
34,0.540338,0.880646,39.42
35,0.528358,0.872169,39.41
36,0.506747,0.880367,39.5
37,0.507403,0.882722,39.51
