epoch,train_loss,val_score,time_sec
0,1.377188,0.128351,6.73
1,0.529648,0.192187,5.33
2,0.422861,0.374319,5.47
3,0.363185,0.331085,5.42
4,0.332559,0.39117,5.38
5,0.310863,0.468966,5.34
6,0.303108,0.495788,5.27
7,0.276425,0.496015,5.26
8,0.272797,0.535211,5.27
9,0.261948,0.523025,5.25
10,0.255506,0.478483,5.3
11,0.258584,0.556639,5.38
12,0.235837,0.541642,5.3
13,0.222102,0.484746,5.35
14,0.235953,0.488038,5.6
15,0.224664,0.502147,5.29
16,0.217992,0.516408,5.32
17,0.204501,0.5515,5.56
18,0.206271,0.546969,5.63
19,0.203278,0.56276,5.81
20,0.199575,0.5916,5.55
21,0.209738,0.554322,5.54
22,0.197128,0.568174,5.58
23,0.195769,0.577154,5.58
24,0.192749,0.585587,5.67
25,0.184845,0.586065,5.62
26,0.179867,0.606315,5.51
27,0.179281,0.590031,5.43
28,0.169397,0.623356,5.28
29,0.17737,0.616065,5.32
30,0.161213,0.614283,5.33
31,0.168069,0.617529,5.23
32,0.163101,0.577122,5.26
33,0.149075,0.63694,5.33
34,0.153833,0.625525,5.35
35,0.159485,0.582314,5.28
36,0.144448,0.592719,5.26
37,0.151211,0.61038,5.3
38,0.157342,0.609639,5.34
39,0.139694,0.616962,5.33
40,0.141622,0.597483,5.39
41,0.137841,0.599827,5.53
42,0.128945,0.597322,5.58
43,0.136313,0.58545,5.54
