run_id,commit_sha,input_size,condition,checkpoint_mtime,backbone,arm,fold,n_val,fs_method,auc,accuracy,sensitivity,specificity,precision,f1,balanced_accuracy,brier_score,tp,tn,fp,fn
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:11:35,convnext_tiny,cnn_only,4,251,mutual_info_classif,0.8273453093812374,0.8127490039840638,0.5714285714278912,0.9341317365263868,0.8135593220338984,0.6713286713286714,0.752780153977139,0.148819703276367,48,156,11,36
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:11:35,convnext_tiny,radiomics_only,4,251,mutual_info_classif,0.9373396065012832,0.8844621513944223,0.7857142857133503,0.9341317365263868,0.8571428571428571,0.8198757763975155,0.8599230111198686,0.0860313613542786,66,156,11,18
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:11:35,convnext_tiny,fusion_late,4,251,mutual_info_classif,0.9210863986313088,0.8645418326693227,0.7023809523801162,0.9461077844305712,0.8676470588235294,0.7763157894736842,0.8242443684053438,0.0987487172597463,59,158,9,25
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:11:35,convnext_tiny,fusion_early,4,251,mutual_info_classif,0.914100370687197,0.8645418326693227,0.7738095238086026,0.910179640718018,0.8125,0.7926829268292683,0.8419945822633103,0.1033164888141073,65,152,15,19
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:11:35,convnext_tiny,fusion_intermediate,4,251,mutual_info_classif,0.9340604505275164,0.896414342629482,0.8214285714275935,0.9341317365263868,0.8625,0.8414634146341463,0.8777801539769902,0.083232272370472,69,156,11,15
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:43:27,densenet201,cnn_only,0,292,mutual_info_classif,0.8638353055600583,0.815068493150685,0.6559139784939184,0.8894472361804576,0.7349397590361446,0.6931818181818182,0.772680607337188,0.1276616255082436,61,177,22,32
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:43:27,densenet201,radiomics_only,0,292,mutual_info_classif,0.9344031987896472,0.8767123287671232,0.7741935483862643,0.9246231155774248,0.8275862068965517,0.8,0.8494083319818446,0.0913845535877204,72,184,15,21
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:43:27,densenet201,fusion_late,0,292,mutual_info_classif,0.9211109309990814,0.8835616438356164,0.7419354838701699,0.9497487437181158,0.8734177215189873,0.8023255813953488,0.8458421137941429,0.0917111119614327,69,189,10,24
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:43:27,densenet201,fusion_early,0,292,mutual_info_classif,0.9048468147187548,0.886986301369863,0.7419354838701699,0.954773869346254,0.8846153846153846,0.8070175438596491,0.848354676608212,0.0990168359119035,69,190,9,24
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:43:27,densenet201,fusion_intermediate,0,292,mutual_info_classif,0.9333765602204572,0.886986301369863,0.7956989247303272,0.929648241205563,0.8409090909090909,0.8176795580110497,0.862673582967945,0.0905436770158822,74,185,14,19
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:46:40,densenet201,cnn_only,1,254,mutual_info_classif,0.8983800756440448,0.8149606299212598,0.703703703702835,0.8670520231208861,0.7125,0.7080745341614907,0.7853778634118606,0.1120677049805074,57,150,23,24
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:46:40,densenet201,radiomics_only,1,254,mutual_info_classif,0.9556126454006996,0.905511811023622,0.8024691358014784,0.9537572254329748,0.8904109589041096,0.8441558441558441,0.8781131806172267,0.0732731082286682,65,165,8,16
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:46:40,densenet201,fusion_late,1,254,mutual_info_classif,0.958823949190038,0.905511811023622,0.8148148148138089,0.9479768786121688,0.88,0.8461538461538461,0.8813958467129889,0.0704146475660842,66,164,9,15
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:46:40,densenet201,fusion_early,1,254,mutual_info_classif,0.9501891101120388,0.8937007874015748,0.7777777777768176,0.9479768786121688,0.875,0.8235294117647058,0.8628773281944933,0.0812040926947565,63,164,9,18
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:46:40,densenet201,fusion_intermediate,1,254,mutual_info_classif,0.9315635481338757,0.889763779527559,0.7654320987644871,0.9479768786121688,0.8732394366197183,0.8157894736842105,0.8567044886883279,0.0846236723955339,62,164,9,19
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:49:40,densenet201,cnn_only,2,266,mutual_info_classif,0.8174662668665668,0.7593984962406015,0.6630434782601489,0.8103448275857412,0.648936170212766,0.6559139784946236,0.736694152922945,0.1753588135370692,61,141,33,31
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:49:40,densenet201,radiomics_only,2,266,mutual_info_classif,0.9097951024487756,0.8609022556390977,0.7499999999991848,0.9195402298845292,0.8313253012048193,0.7885714285714286,0.8347701149418569,0.1098884454408286,69,160,14,23
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:49:40,densenet201,fusion_late,2,266,mutual_info_classif,0.8904297851074462,0.8421052631578947,0.7065217391296668,0.9137931034477508,0.8125,0.7558139534883721,0.8101574212887088,0.1216886282638233,65,159,15,27
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:49:40,densenet201,fusion_early,2,266,mutual_info_classif,0.8957396301849075,0.8421052631578947,0.7173913043470463,0.9080459770109724,0.8048780487804879,0.7586206896551724,0.8127186406790095,0.1252609898051281,66,158,16,26
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:49:40,densenet201,fusion_intermediate,2,266,mutual_info_classif,0.90792103948026,0.8609022556390977,0.7499999999991848,0.9195402298845292,0.8313253012048193,0.7885714285714286,0.8347701149418569,0.1088962798193259,69,160,14,23
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:52:20,densenet201,cnn_only,3,303,mutual_info_classif,0.7949260042283297,0.8052805280528053,0.5909090909084194,0.8930232558135381,0.6933333333333334,0.6380368098159509,0.7419661733609788,0.1591303918895111,52,192,23,36
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:52:20,densenet201,radiomics_only,3,303,mutual_info_classif,0.9341437632135304,0.8514851485148515,0.7386363636355242,0.8976744186042337,0.7471264367816092,0.7428571428571429,0.8181553911198789,0.1041371068125503,65,193,22,23
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:52:20,densenet201,fusion_late,3,303,mutual_info_classif,0.8995243128964058,0.8481848184818482,0.6931818181810304,0.9116279069763202,0.7625,0.7261904761904762,0.8024048625786753,0.1096527030417227,61,196,19,27
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:52:20,densenet201,fusion_early,3,303,mutual_info_classif,0.9044926004228332,0.8448844884488449,0.7159090909082774,0.8976744186042337,0.7411764705882353,0.7283236994219653,0.8067917547562555,0.1244536384092993,63,193,22,25
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:52:20,densenet201,fusion_intermediate,3,303,mutual_info_classif,0.8664376321353066,0.8118811881188119,0.6477272727265366,0.8790697674414516,0.6867469879518072,0.6666666666666666,0.7633985200839941,0.1444403835415836,57,189,26,31
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:54:48,densenet201,cnn_only,4,251,mutual_info_classif,0.8354719133162247,0.8087649402390438,0.5119047619041525,0.9580838323347556,0.86,0.6417910447761194,0.7349942971194541,0.1504990704455745,43,160,7,41
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:54:48,densenet201,radiomics_only,4,251,mutual_info_classif,0.9373396065012832,0.8844621513944223,0.7857142857133503,0.9341317365263868,0.8571428571428571,0.8198757763975155,0.8599230111198686,0.0860313613542786,66,156,11,18
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:54:48,densenet201,fusion_late,4,251,mutual_info_classif,0.9241516966067864,0.8764940239043825,0.6904761904753685,0.9700598802389402,0.9206349206349206,0.7891156462585034,0.8302680353571543,0.0995727191179957,58,162,5,26
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:54:48,densenet201,fusion_early,4,251,mutual_info_classif,0.9034787567721698,0.8565737051792829,0.7380952380943594,0.91616766467011,0.8157894736842105,0.775,0.8271314513822348,0.1049131686051966,62,153,14,22
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T17:54:48,densenet201,fusion_intermediate,4,251,mutual_info_classif,0.9260764185913886,0.896414342629482,0.7976190476180981,0.9461077844305712,0.881578947368421,0.8375,0.8718634160243347,0.0888710318021605,67,158,9,17
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:20:29,densenet121,cnn_only,0,292,mutual_info_classif,0.8932836224131411,0.821917808219178,0.5913978494617297,0.929648241205563,0.7971014492753623,0.6790123456790124,0.7605230453336463,0.1167312411586182,55,185,14,38
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:20:29,densenet121,radiomics_only,0,292,mutual_info_classif,0.9344031987896472,0.8767123287671232,0.7741935483862643,0.9246231155774248,0.8275862068965517,0.8,0.8494083319818446,0.0913845535877204,72,184,15,21
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:20:29,densenet121,fusion_late,0,292,mutual_info_classif,0.9425622737342628,0.886986301369863,0.720430107526107,0.9648241206025304,0.9054054054054054,0.8023952095808383,0.8426271140643187,0.0861708698378042,67,192,7,26
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:20:29,densenet121,fusion_early,0,292,mutual_info_classif,0.9367266439725508,0.8904109589041096,0.7419354838701699,0.959798994974392,0.8961038961038961,0.8117647058823529,0.850867239422281,0.0893290641016489,69,191,8,24
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:20:29,densenet121,fusion_intermediate,0,292,mutual_info_classif,0.9183552169449396,0.8972602739726028,0.720430107526107,0.9798994974869448,0.943661971830986,0.8170731707317073,0.8501648025065259,0.0834636968119051,67,195,4,26
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:22:37,densenet121,cnn_only,1,254,mutual_info_classif,0.89695282951545,0.8228346456692913,0.5802469135795305,0.936416184970557,0.8103448275862069,0.6762589928057554,0.7583315492750438,0.1227301867245225,47,162,11,34
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:22:37,densenet121,radiomics_only,1,254,mutual_info_classif,0.9556126454006996,0.905511811023622,0.8024691358014784,0.9537572254329748,0.8904109589041096,0.8441558441558441,0.8781131806172267,0.0732731082286682,65,165,8,16
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:22:37,densenet121,fusion_late,1,254,mutual_info_classif,0.958752586883608,0.8976377952755905,0.7777777777768176,0.9537572254329748,0.8873239436619719,0.8289473684210527,0.8657675016048962,0.0770398317362158,63,165,8,18
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:22:37,densenet121,fusion_early,1,254,mutual_info_classif,0.946478270177692,0.9094488188976378,0.8395061728384697,0.942196531791363,0.8717948717948718,0.8553459119496856,0.8908513523149164,0.0803860710650201,68,163,10,13
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:22:37,densenet121,fusion_intermediate,1,254,mutual_info_classif,0.9489759509027332,0.8818897637795275,0.7407407407398262,0.9479768786121688,0.8695652173913043,0.8,0.8443588096759975,0.0876735799891396,60,164,9,21
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:24:22,densenet121,cnn_only,2,266,mutual_info_classif,0.8506371814092953,0.8082706766917294,0.5978260869558719,0.9195402298845292,0.7971014492753623,0.6832298136645962,0.7586831584202005,0.1383781815230451,55,160,14,37
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:24:22,densenet121,radiomics_only,2,266,mutual_info_classif,0.9097951024487756,0.8609022556390977,0.7499999999991848,0.9195402298845292,0.8313253012048193,0.7885714285714286,0.8347701149418569,0.1098884454408286,69,160,14,23
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:24:22,densenet121,fusion_late,2,266,mutual_info_classif,0.8976761619190405,0.8345864661654135,0.6847826086949078,0.9137931034477508,0.8076923076923077,0.7411764705882353,0.7992878560713292,0.1084395530754467,63,159,15,29
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:24:22,densenet121,fusion_early,2,266,mutual_info_classif,0.9140429785107448,0.8458646616541353,0.7282608695644258,0.9080459770109724,0.8072289156626506,0.7657142857142857,0.8181534232876991,0.1120235769975767,67,158,16,25
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:24:22,densenet121,fusion_intermediate,2,266,mutual_info_classif,0.9138555722138932,0.868421052631579,0.7391304347818053,0.936781609194864,0.8607594936708861,0.7953216374269005,0.8379560219883346,0.1097313327707381,68,163,11,24
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:25:57,densenet121,cnn_only,3,303,mutual_info_classif,0.8156976744186046,0.8118811881188119,0.5340909090903022,0.9255813953484068,0.746031746031746,0.6225165562913907,0.7298361522193545,0.1434794230518553,47,199,16,41
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:25:57,densenet121,radiomics_only,3,303,mutual_info_classif,0.9341437632135304,0.8514851485148515,0.7386363636355242,0.8976744186042337,0.7471264367816092,0.7428571428571429,0.8181553911198789,0.1041371068125503,65,193,22,23
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:25:57,densenet121,fusion_late,3,303,mutual_info_classif,0.915169133192389,0.8448844884488449,0.6477272727265366,0.9255813953484068,0.7808219178082192,0.7080745341614907,0.7866543340374716,0.1016788894191978,57,199,16,31
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:25:57,densenet121,fusion_early,3,303,mutual_info_classif,0.915644820295983,0.8547854785478548,0.7613636363627712,0.8930232558135381,0.7444444444444445,0.7528089887640449,0.8271934460881547,0.1196372414200596,67,192,23,21
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:25:57,densenet121,fusion_intermediate,3,303,mutual_info_classif,0.9166490486257928,0.8481848184818482,0.6363636363629133,0.9348837209297978,0.8,0.7088607594936709,0.7856236786463555,0.1049439129845933,56,201,14,32
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:27:45,densenet121,cnn_only,4,251,mutual_info_classif,0.867835757057314,0.848605577689243,0.7738095238086026,0.8862275449096491,0.7738095238095238,0.7738095238095238,0.8300185343591258,0.1327745022172139,65,148,19,19
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:27:45,densenet121,radiomics_only,4,251,mutual_info_classif,0.9373396065012832,0.8844621513944223,0.7857142857133503,0.9341317365263868,0.8571428571428571,0.8198757763975155,0.8599230111198686,0.0860313613542786,66,156,11,18
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:27:45,densenet121,fusion_late,4,251,mutual_info_classif,0.9203735386370115,0.8884462151394422,0.7857142857133503,0.940119760478479,0.868421052631579,0.825,0.8629170230959147,0.0930342045220465,66,157,10,18
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:27:45,densenet121,fusion_early,4,251,mutual_info_classif,0.9058311947533504,0.8645418326693227,0.7857142857133503,0.9041916167659256,0.8048780487804879,0.7951807228915663,0.8449529512396381,0.1090712782394839,66,151,16,18
2026-08-22-run03,ebc1fa1,96,honest_nested_cv_sensitivity,2026-08-22T18:27:45,densenet121,fusion_intermediate,4,251,mutual_info_classif,0.9114627887082976,0.8804780876494024,0.7380952380943594,0.9520958083826636,0.8857142857142857,0.8051948051948052,0.8450955232385114,0.098018544776845,62,159,8,22
