backbone,arm,fold,n_val,fs_method,auc,accuracy,sensitivity,specificity,precision,f1,balanced_accuracy,brier_score,tp,tn,fp,fn
xception,fusion_early,0,292,mutual_info_classif,0.9073863943372779,0.8835616438356164,0.7419354838701699,0.9497487437181158,0.8734177215189873,0.8023255813953488,0.8458421137941429,0.10131065972652066,69,189,10,24
xception,fusion_intermediate,0,292,mutual_info_classif,0.9173826119846545,0.8732876712328768,0.6559139784939184,0.9748743718588067,0.9242424242424242,0.7672955974842768,0.8153941751763625,0.09896460408862291,61,194,5,32
xception,cnn_only,1,254,mutual_info_classif,0.914507956897167,0.8937007874015748,0.790123456789148,0.942196531791363,0.8648648648648649,0.8258064516129032,0.8661599942902555,0.09834085906377228,64,163,10,17
xception,radiomics_only,1,254,mutual_info_classif,0.953757225433526,0.8976377952755905,0.790123456789148,0.9479768786121688,0.8767123287671232,0.8311688311688312,0.8690501677006583,0.07737704492521232,64,164,9,17
xception,fusion_late,1,254,mutual_info_classif,0.9542567615785342,0.9133858267716536,0.8271604938261393,0.9537572254329748,0.8933333333333333,0.8589743589743589,0.8904588596295571,0.07035290182105645,67,165,8,14
xception,fusion_early,1,254,mutual_info_classif,0.9185756083636624,0.8858267716535433,0.8148148148138089,0.9190751445081393,0.825,0.8198757763975155,0.8669449796609741,0.10408351488189616,66,159,14,15
xception,fusion_intermediate,1,254,mutual_info_classif,0.9259972882323555,0.8818897637795275,0.6913580246905044,0.9710982658953925,0.9180327868852459,0.7887323943661971,0.8312281452929484,0.09614083377100097,56,168,5,25
xception,cnn_only,2,266,mutual_info_classif,0.8843703148425788,0.849624060150376,0.6956521739122873,0.9310344827580856,0.8421052631578947,0.7619047619047619,0.8133433283351865,0.12539563601981868,64,162,12,28
xception,radiomics_only,2,266,mutual_info_classif,0.9097951024487756,0.8609022556390977,0.7499999999991848,0.9195402298845291,0.8313253012048193,0.7885714285714286,0.8347701149418569,0.10988844544082868,69,160,14,23
xception,fusion_late,2,266,mutual_info_classif,0.9089830084957522,0.8609022556390977,0.7391304347818053,0.9252873563213073,0.8395061728395061,0.7861271676300579,0.8322088955515563,0.10780851986787006,68,161,13,24
xception,fusion_early,2,266,mutual_info_classif,0.8840579710144928,0.8383458646616542,0.7173913043470463,0.9022988505741941,0.7951807228915663,0.7542857142857143,0.8098450774606203,0.14284119765856618,66,157,17,26
xception,fusion_intermediate,2,266,mutual_info_classif,0.9051099450274863,0.8646616541353384,0.7173913043470463,0.9425287356316423,0.868421052631579,0.7857142857142857,0.8299600199893443,0.11056373520074171,66,164,10,26
xception,cnn_only,3,303,mutual_info_classif,0.845983086680761,0.8316831683168316,0.6136363636356663,0.9209302325577112,0.7605633802816901,0.6792452830188679,0.7672832980966888,0.1286373306521533,54,198,17,34
xception,radiomics_only,3,303,mutual_info_classif,0.9344080338266385,0.8448844884488449,0.7272727272719008,0.8930232558135381,0.735632183908046,0.7314285714285714,0.8101479915427194,0.107814713545631,64,192,23,24
xception,fusion_late,3,303,mutual_info_classif,0.9189217758985202,0.858085808580858,0.6931818181810304,0.9255813953484068,0.7922077922077922,0.7393939393939394,0.8093816067647186,0.10139953928286076,61,199,16,27
xception,fusion_early,3,303,mutual_info_classif,0.8792283298097252,0.8481848184818482,0.7499999999991477,0.8883720930228427,0.7333333333333333,0.7415730337078652,0.8191860465109952,0.134697510864209,66,191,24,22
xception,fusion_intermediate,3,303,mutual_info_classif,0.8406976744186047,0.8283828382838284,0.6249999999992898,0.9116279069763202,0.7432432432432432,0.6790123456790124,0.768313953487805,0.1266558248552828,55,196,19,33
xception,cnn_only,4,251,mutual_info_classif,0.9207299686341603,0.8844621513944223,0.7023809523801162,0.9760479041910324,0.9365079365079365,0.8027210884353742,0.8392144282855742,0.09564246031175637,59,163,4,25
xception,radiomics_only,4,251,mutual_info_classif,0.9368406045052752,0.8924302788844621,0.8095238095228457,0.9341317365263868,0.8607594936708861,0.8343558282208589,0.8718277730246162,0.08527956554048381,68,156,11,16
xception,fusion_late,4,251,mutual_info_classif,0.9393356144853151,0.9123505976095617,0.8095238095228457,0.9640718562868479,0.918918918918919,0.8607594936708861,0.8867978329048468,0.07889776184462366,68,161,6,16
xception,fusion_early,4,251,mutual_info_classif,0.9352723125178215,0.896414342629482,0.8095238095228457,0.940119760478479,0.8717948717948718,0.8395061728395061,0.8748217850006623,0.08814107857178463,68,157,10,16
xception,fusion_intermediate,4,251,mutual_info_classif,0.8909324208725407,0.8605577689243028,0.6547619047611253,0.9640718562868479,0.9016393442622951,0.7586206896551724,0.8094168805239865,0.12144287032250606,55,161,6,29
googlenet,cnn_only,0,292,mutual_info_classif,0.9070621926838494,0.863013698630137,0.7526881720422014,0.9145728643211485,0.8045977011494253,0.7777777777777778,0.833630518181675,0.10598648930349767,70,182,17,23
googlenet,radiomics_only,0,292,mutual_info_classif,0.935700005403361,0.886986301369863,0.7956989247303272,0.929648241205563,0.8409090909090909,0.8176795580110497,0.862673582967945,0.08630657054453895,74,185,14,19
googlenet,fusion_late,0,292,mutual_info_classif,0.9381855514129789,0.8835616438356164,0.7741935483862643,0.9346733668337013,0.8470588235294118,0.8089887640449438,0.8544334576099828,0.08169634037731607,72,186,13,21
googlenet,fusion_early,0,292,mutual_info_classif,0.904036310585184,0.8664383561643836,0.6989247311820441,0.9447236180899776,0.8552631578947368,0.7692307692307693,0.8218241746360109,0.11198129820902643,65,188,11,28
googlenet,fusion_intermediate,0,292,mutual_info_classif,0.9041443778029936,0.8664383561643836,0.720430107526107,0.9346733668337013,0.8375,0.7745664739884393,0.8275517371799042,0.10283991511593756,67,186,13,26
