model,params_M,gflops,latency_ms,qwk,qwk_ci_low,qwk_ci_high
densenet121,6.955,0.473278466,15.148844001814725,0.6128744788806182,0.5679712527701153,0.6577777049911211
efficientnet_b0,4.009,0.067934194,10.576685993000863,0.4503329695361481,0.42141664504363047,0.47924929402866595
mobilenetv3_small,0.928,0.010531922,5.14817800372839,0.34378240128849386,0.2794995835362521,0.4080652190407356
resnet50,23.51,0.674353154,9.335714001208544,0.61223126292871,0.5761370036618203,0.6483255221955997
vgg16,14.715,2.514215938,7.157966000959277,0.6432173293251473,0.5920575915121988,0.6943770671380955
vit_base,85.799,35.210825762,61.84207199141383,0.6082838643261061,0.5177787823014361,0.6987889463507762
