run_id,commit_sha,backbone,layer_path,method,n,dice,iou,dice_size_matched,pointing_acc,energy_mean,frac_zero_cam,seconds_total,seconds_per_sample
2026-08-20-run04,4f939a2,googlenet,features.13,layercam,60,0.12158046607200416,0.07749801581810267,0.5262044463733331,0.7666666666666667,0.057378892713327224,0.0,1.52,0.0253
2026-08-20-run04,4f939a2,googlenet,features.13,hirescam,60,0.08642511747705138,0.05482606853332187,0.30249749990611086,0.4166666666666667,0.048140672566653296,0.0,1.47,0.0246
2026-08-20-run04,4f939a2,googlenet,features.13,gradcam,60,0.08368740515189936,0.05300867627760871,0.262753587094511,0.38333333333333336,0.050784937635975344,0.0,1.62,0.0269
2026-08-20-run04,4f939a2,googlenet,features.13,scorecam,60,0.08308614906935143,0.05276605154806743,0.28331353795338377,0.4166666666666667,0.03765876992875473,0.0,31.97,0.5329
