run_id,commit_sha,input_size,checkpoint_mtime,backbone,unfreeze_pct,fold,n_child_open,n_child_total,n_trainable,n_total,n_batchnorm,inner_val_auc,outer_auc_merged,outer_auc_full,n_val_merged,n_val_full,stage1_epochs_ran,stage2_epochs_ran,best_stage,total_time_sec
2026-08-22-run03,36ae6e9,96,2026-08-22T17:01:51,convnext_tiny,20,1,2,8,15472130,27820130,0,0.828941,0.835367,0.835367,254,254,20,34,unfreeze_20,74.9
2026-08-22-run03,36ae6e9,96,2026-08-22T17:03:17,convnext_tiny,20,2,2,8,15472130,27820130,0,0.891243,0.839018,0.834869,266,268,20,41,unfreeze_20,82.9
2026-08-22-run03,36ae6e9,96,2026-08-22T17:04:07,convnext_tiny,20,3,2,8,15472130,27820130,0,0.876926,0.787738,0.791203,303,307,20,16,unfreeze_20,45.7
2026-08-22-run03,36ae6e9,96,2026-08-22T17:05:11,convnext_tiny,20,4,2,8,15472130,27820130,0,0.857097,0.840391,0.830219,251,263,20,26,unfreeze_20,60.9
2026-08-22-run03,36ae6e9,96,2026-08-22T17:06:48,convnext_tiny,100,0,8,8,27820130,27820130,0,0.85842,0.881288,0.878797,292,299,20,35,unfreeze_100,101.5
2026-08-22-run03,36ae6e9,96,2026-08-22T17:08:11,convnext_tiny,100,1,8,8,27820130,27820130,0,0.814595,0.855848,0.855848,254,254,20,25,unfreeze_100,80.5
2026-08-22-run03,36ae6e9,96,2026-08-22T17:09:28,convnext_tiny,100,2,8,8,27820130,27820130,0,0.893538,0.850512,0.844578,266,268,20,22,unfreeze_100,72.7
2026-08-22-run03,36ae6e9,96,2026-08-22T17:10:37,convnext_tiny,100,3,8,8,27820130,27820130,0,0.889735,0.812738,0.819262,303,307,20,20,unfreeze_100,66.2
2026-08-22-run03,36ae6e9,96,2026-08-22T17:11:35,convnext_tiny,100,4,8,8,27820130,27820130,0,0.86629,0.827345,0.817824,251,263,20,14,unfreeze_100,54.8
2026-08-22-run03,36ae6e9,96,2026-08-22T17:13:31,densenet201,0,0,0,12,3842,18096770,201,0.706315,0.792619,0.79726,292,299,20,43,unfreeze_0,107.7
2026-08-22-run03,36ae6e9,96,2026-08-22T17:15:10,densenet201,0,1,0,12,3842,18096770,201,0.734134,0.805324,0.805324,254,254,20,33,unfreeze_0,96.7
2026-08-22-run03,36ae6e9,96,2026-08-22T17:16:23,densenet201,0,2,0,12,3842,18096770,201,0.806144,0.720702,0.718618,266,268,20,20,unfreeze_0,70.3
2026-08-22-run03,36ae6e9,96,2026-08-22T17:18:02,densenet201,0,3,0,12,3842,18096770,201,0.767353,0.714218,0.718251,303,307,20,34,unfreeze_0,94.5
2026-08-22-run03,36ae6e9,96,2026-08-22T17:19:53,densenet201,0,4,0,12,3842,18096770,201,0.77871,0.740234,0.740084,251,263,20,40,unfreeze_0,108.8
2026-08-22-run03,36ae6e9,96,2026-08-22T17:21:36,densenet201,10,0,2,12,6986242,18096770,201,0.826053,0.8647,0.86602,292,299,20,28,unfreeze_10,107.5
2026-08-22-run03,36ae6e9,96,2026-08-22T17:23:47,densenet201,10,1,2,12,6986242,18096770,201,0.787619,0.868194,0.868194,254,254,20,34,unfreeze_10,128.5
2026-08-22-run03,36ae6e9,96,2026-08-22T17:25:28,densenet201,10,2,2,12,6986242,18096770,201,0.904308,0.784795,0.779939,266,268,20,22,unfreeze_10,97.3
2026-08-22-run03,36ae6e9,96,2026-08-22T17:27:17,densenet201,10,3,2,12,6986242,18096770,201,0.866367,0.784461,0.792012,303,307,20,26,unfreeze_10,107.0
2026-08-22-run03,36ae6e9,96,2026-08-22T17:29:00,densenet201,10,4,2,12,6986242,18096770,201,0.849839,0.817864,0.805238,251,263,20,24,unfreeze_10,99.4
2026-08-22-run03,36ae6e9,96,2026-08-22T17:30:53,densenet201,20,0,3,12,8595458,18096770,201,0.832164,0.864592,0.865815,292,299,20,28,unfreeze_20,111.6
2026-08-22-run03,36ae6e9,96,2026-08-22T17:34:12,densenet201,20,1,3,12,8595458,18096770,201,0.804148,0.871405,0.871405,254,254,20,50,unfreeze_20,172.8
2026-08-22-run03,36ae6e9,96,2026-08-22T17:35:56,densenet201,20,2,3,12,8595458,18096770,201,0.901836,0.802224,0.79702,266,268,20,31,unfreeze_20,123.7
2026-08-22-run03,36ae6e9,96,2026-08-22T17:38:12,densenet201,20,3,3,12,8595458,18096770,201,0.872252,0.814852,0.822093,303,307,20,37,unfreeze_20,131.7
2026-08-22-run03,36ae6e9,96,2026-08-22T17:41:04,densenet201,20,4,3,12,8595458,18096770,201,0.871774,0.855004,0.836067,251,263,20,49,unfreeze_20,171.2
2026-08-22-run03,36ae6e9,96,2026-08-22T17:43:27,densenet201,100,0,12,12,18096770,18096770,201,0.844839,0.863835,0.865507,292,299,20,26,unfreeze_100,154.1
2026-08-22-run03,36ae6e9,96,2026-08-22T17:46:40,densenet201,100,1,12,12,18096770,18096770,201,0.821768,0.89838,0.89838,254,254,20,34,unfreeze_100,192.5
2026-08-22-run03,36ae6e9,96,2026-08-22T17:49:40,densenet201,100,2,12,12,18096770,18096770,201,0.921787,0.817466,0.811214,266,268,20,31,unfreeze_100,174.0
2026-08-22-run03,36ae6e9,96,2026-08-22T17:52:20,densenet201,100,3,12,12,18096770,18096770,201,0.879695,0.794926,0.802578,303,307,20,27,unfreeze_100,156.4
2026-08-22-run03,36ae6e9,96,2026-08-22T17:54:48,densenet201,100,4,12,12,18096770,18096770,201,0.871452,0.835472,0.824879,251,263,20,24,unfreeze_100,147.7
2026-08-22-run03,36ae6e9,96,2026-08-22T17:56:49,densenet121,0,0,0,12,2050,6955906,121,0.753848,0.824283,0.828612,292,299,20,47,unfreeze_0,85.6
2026-08-22-run03,36ae6e9,96,2026-08-22T17:58:12,densenet121,0,1,0,12,2050,6955906,121,0.769063,0.800971,0.800971,254,254,20,40,unfreeze_0,79.2
2026-08-22-run03,36ae6e9,96,2026-08-22T17:59:41,densenet121,0,2,0,12,2050,6955906,121,0.826801,0.764805,0.763533,266,268,20,44,unfreeze_0,85.3
2026-08-22-run03,36ae6e9,96,2026-08-22T18:01:10,densenet121,0,3,0,12,2050,6955906,121,0.760256,0.747199,0.746764,303,307,20,49,unfreeze_0,86.3
2026-08-22-run03,36ae6e9,96,2026-08-22T18:02:50,densenet121,0,4,0,12,2050,6955906,121,0.790323,0.755275,0.752098,251,263,20,50,unfreeze_0,90.8
2026-08-22-run03,36ae6e9,96,2026-08-22T18:04:14,densenet121,10,0,2,12,2162178,6955906,121,0.83986,0.890312,0.893627,292,299,20,40,unfreeze_10,91.2
2026-08-22-run03,36ae6e9,96,2026-08-22T18:05:46,densenet121,10,1,2,12,2162178,6955906,121,0.859816,0.884179,0.884179,254,254,20,35,unfreeze_10,88.2
2026-08-22-run03,36ae6e9,96,2026-08-22T18:07:16,densenet121,10,2,2,12,2162178,6955906,121,0.909781,0.831209,0.828602,266,268,20,36,unfreeze_10,89.0
2026-08-22-run03,36ae6e9,96,2026-08-22T18:09:04,densenet121,10,3,2,12,2162178,6955906,121,0.862212,0.793658,0.801416,303,307,20,48,unfreeze_10,102.6
2026-08-22-run03,36ae6e9,96,2026-08-22T18:10:39,densenet121,10,4,2,12,2162178,6955906,121,0.86129,0.864628,0.859204,251,263,20,40,unfreeze_10,93.2
2026-08-22-run03,36ae6e9,96,2026-08-22T18:12:18,densenet121,20,0,3,12,2688514,6955906,121,0.846197,0.886097,0.890086,292,299,20,42,unfreeze_20,96.0
2026-08-22-run03,36ae6e9,96,2026-08-22T18:13:50,densenet121,20,1,3,12,2688514,6955906,121,0.859348,0.892172,0.892172,254,254,20,35,unfreeze_20,88.7
2026-08-22-run03,36ae6e9,96,2026-08-22T18:15:24,densenet121,20,2,3,12,2688514,6955906,121,0.912606,0.834395,0.831183,266,268,20,36,unfreeze_20,91.5
2026-08-22-run03,36ae6e9,96,2026-08-22T18:16:50,densenet121,20,3,3,12,2688514,6955906,121,0.86879,0.795402,0.803236,303,307,20,34,unfreeze_20,81.6
2026-08-22-run03,36ae6e9,96,2026-08-22T18:18:26,densenet121,20,4,3,12,2688514,6955906,121,0.863548,0.873824,0.865179,251,263,20,40,unfreeze_20,93.6
2026-08-22-run03,36ae6e9,96,2026-08-22T18:20:29,densenet121,100,0,12,12,6955906,6955906,121,0.841218,0.893284,0.8965,292,299,20,38,unfreeze_100,130.6
2026-08-22-run03,36ae6e9,96,2026-08-22T18:22:37,densenet121,100,1,12,12,6955906,6955906,121,0.866521,0.896953,0.896953,254,254,20,35,unfreeze_100,126.2
2026-08-22-run03,36ae6e9,96,2026-08-22T18:24:22,densenet121,100,2,12,12,6955906,6955906,121,0.917726,0.850637,0.847896,266,268,20,26,unfreeze_100,99.9
2026-08-22-run03,36ae6e9,96,2026-08-22T18:25:57,densenet121,100,3,12,12,6955906,6955906,121,0.885581,0.815698,0.822295,303,307,20,25,unfreeze_100,91.7
2026-08-22-run03,36ae6e9,96,2026-08-22T18:27:45,densenet121,100,4,12,12,6955906,6955906,121,0.879516,0.867836,0.858886,251,263,20,28,unfreeze_100,105.2
